    0.499513542652130127E+03    0.148956584930419922E+03    0.349240655718230641E+01    0.137991964817047119E+01    0.501602924311888264E-02    0.115269603729248047E+02   -0.164987289905548096E+01    0.142736239135265341E+01   -0.191360324621200562E+01    0.184701561927795410E+00   -0.214574168920516950E+01   -0.610010294914245588E+01   -0.298766719708365619E+19   -0.460515351937698814E+01    1
    0.599067413806915283E+03    0.424447166919708252E+03    0.140022182357082109E+00    0.125089761614799500E+01    0.326588324144145639E-01    0.839586639404296875E+01   -0.483520889282226562E+01    0.299278868436813372E+01   -0.339021086692810059E+00    0.849682331085205078E+00   -0.454441487789154053E+01   -0.719466288685798627E+01   -0.652915111705455625E+14   -0.461515351937698259E+01    1
    0.529582178592681885E+03    0.343501067161560059E+03    0.238917180131565843E+01    0.126080569624900818E+01    0.167566107788694740E-01    0.101753783226013184E+02   -0.164895236492156982E+01    0.254682232439517975E+01   -0.390122979879379272E+01    0.248388648033142090E+00   -0.103476557731628382E+01   -0.347356452345848066E+01   -0.507459689540998650E+10   -0.462515351937698149E+01    1
    0.376519095897674561E+03    0.593326628208160400E+03    0.975381970578451352E+01    0.131897717714309692E+01    0.762216611120026134E-02    0.921559000015258789E+01   -0.317862010002136230E+01    0.186786563694477081E+01   -0.146398991346359253E+01    0.577082037925720215E+00   -0.628403444886207563E+01   -0.533644972443580556E+01   -0.154569565966012552E+08   -0.463515351937698661E+01    1
    0.528988051414489746E+03    0.403177857398986816E+03    0.285646969157247133E+00    0.660905778408050537E+00    0.179956971737477212E+00    0.749596929550170898E+01   -0.524252235889434814E+01    0.286403466761112213E+01   -0.212860465049743652E+01    0.110271036624908447E+00   -0.198904899358749354E+01   -0.504678380489349365E+01   -0.128805839285863005E+08   -0.464515351937698728E+01    1
    0.579028594493865967E+03    0.294077897071838379E+03    0.399937722104904025E+00    0.444037914276123047E+00    0.263396036629915580E-02    0.657336091995239258E+01   -0.167343449592590332E+01    0.179802359640598297E+01   -0.202268600463867188E+01    0.682455301284790039E-01   -0.460667607784271205E+01   -0.515706877708435041E+01   -0.443573307235334348E+07   -0.465515351937698174E+01    1
    0.399634659290313721E+03    0.372707247734069824E+03    0.463979359500730437E+00    0.925557732582092285E+00    0.926460008466693519E-01    0.554302453994750977E+01   -0.329018175601959229E+01    0.221529311835765830E+01   -0.101069778203964233E+01    0.303514420986175537E+00   -0.114866641163825989E+01   -0.459837499260902405E+01   -0.317218708816641476E+07   -0.466515351937698153E+01    1
    0.461884760856628418E+03    0.255347907543182373E+03    0.731971153442407818E+00    0.504216492176055908E+00    0.245624488692636764E-02    0.113885221481323242E+02   -0.109978294372558594E+01    0.110352778136730190E+01   -0.207403987646102905E+01    0.995648503303527832E-01   -0.195966628789901698E+01   -0.201953355073928797E+01   -0.205305718510193913E+07   -0.467515351937698398E+01    1
    0.438038313388824463E+03    0.423828577995300293E+03    0.631332345517578331E+00    0.742475509643554688E+00    0.712748036268144938E-02    0.107760148048400879E+02   -0.314612817764282227E+01    0.283575927615165702E+01   -0.329474985599517822E+01    0.519138574600219727E-02   -0.645702324509620684E+01   -0.215919322371482814E+01   -0.182830486220070766E+07   -0.468515351937698377E+01    1
    0.307526171207427979E+03    0.425236701965332031E+02    0.189666582094398517E+00    0.106575921177864075E+01    0.191379702850571760E-02    0.108515391349792480E+02   -0.212944757938385010E+01    0.269584169089794168E+01   -0.102689087390899658E+01    0.179010570049285889E+00   -0.361891756653785723E+01   -0.214405595064163190E+01   -0.999982753029979998E+06   -0.469515351937698444E+01    1
    0.520900404453277588E+03    0.296267724037170410E+03    0.113574585962002456E+00    0.265454292297363281E+00    0.867701259434445649E+00    0.102968325614929199E+02   -0.426629483699798584E+01    0.291517475545406324E+01   -0.334070146083831787E+01    0.270050704479217529E+00   -0.515728208422660828E+01   -0.738743462562561071E+01   -0.903333932916679187E+06   -0.470515351937698423E+01    1
