    0.704077863693237305E+03   -0.323664152622222900E+01    0.557259202003479004E+00   -0.260925481319427455E+01   -0.180204898118972778E+00   -0.505576907396316511E+01   -0.407964658737181907E+00   -0.999999999999999967E+99   -0.529831319988485294E+01    1
    0.280332565307617188E+00   -0.694433391094207764E+00    0.754026174545288086E-01   -0.658443353176116908E+01   -0.294000613689422607E+01   -0.300554652214050311E+01   -0.223744115829467738E+01    0.138757898211412994E+05   -0.530331319988484751E+01    1
    0.548777580261230469E+01   -0.339612281322479248E+01    0.676789343357086182E+00   -0.121616536378859941E+00   -0.792024667263031024E+01   -0.115957050323486310E+01   -0.106940938830375654E+01    0.139150201837918885E+05   -0.530831319988485095E+01    1
    0.364890098571777344E+01   -0.157339459657669067E+01    0.133216023445129395E+00   -0.997023397684096757E+00   -0.669742934107780474E+01   -0.679139890670776403E+01   -0.172783391475677472E+01    0.139773978936085914E+05   -0.531331319988484285E+01    1
    0.956125259399414062E+01   -0.774132609367370605E-01    0.194680809974670410E+00   -0.613910284042358434E+01   -0.111009925603866577E+01   -0.394903932809829694E+01   -0.744645619392395020E+01    0.140529960300249077E+05   -0.531831319988483830E+01    1
    0.738635063171386719E+01   -0.214599782228469849E+01    0.339519262313842773E+00   -0.371296294331550580E+01   -0.329777401089668221E+01   -0.675247671008110029E+01   -0.381625068783760035E+01    0.140611863669440190E+05   -0.532331319988484530E+01    1
    0.675610065460205078E+02   -0.164397740364074707E+01    0.475040674209594727E-01   -0.778982089161872882E+01   -0.137669664621352439E+00   -0.483828243017196691E+01   -0.315949259400367755E+01    0.143320959099418178E+05   -0.532831319988484609E+01    1
    0.199139118194580078E+02   -0.364352792501449585E+01    0.697267055511474609E-02   -0.277380031943321193E+01   -0.446301960349082982E+01   -0.207139590978622401E+01   -0.309047431349754298E+01    0.143846010598147168E+05   -0.533331319988484154E+01    1
    0.238275527954101562E+02   -0.139183795452117920E+01    0.957897067070007324E+00   -0.547574399709701520E+01   -0.383019758462905902E+01   -0.626579221487045324E+01   -0.163808246254920942E+01    0.145129056522353167E+05   -0.533831319988483788E+01    1
    0.394821166992187500E+02   -0.394436955451965332E+00    0.762206614017486572E+00   -0.649077898263931274E+01   -0.271787900328636134E+01   -0.613649700880050641E+01   -0.376482313871383312E+00    0.146349426498775538E+05   -0.534331319988483511E+01    1
    0.114097976684570312E+03   -0.376899421215057373E+00    0.171047449111938477E-02   -0.626802247762679343E+00   -0.214777135848998491E+00   -0.360021198987960833E+01   -0.721680397987365740E+01    0.146516968296840205E+05   -0.534831319988484299E+01    1
    0.517448425292968750E+02    0.393326401710510254E+00    0.822705566883087158E+00   -0.647075918912887538E+01   -0.575006592869758570E+01   -0.603770566582679713E+01   -0.749622362256050145E+01    0.147057114144646530E+05   -0.535331319988485443E+01    1
    0.336626052856445312E+02   -0.241765916347503662E+01    0.477171540260314941E+00   -0.336915138363838196E+01   -0.139048843383789045E+01   -0.281680360436439514E+01   -0.370169768929481524E+01    0.147502563391102958E+05   -0.535831319988483568E+01    1
    0.393810272216796875E+02    0.665192604064941406E+00    0.348980069160461426E+00   -0.648021392226219195E+01   -0.248505213856697083E+01   -0.239704387187957746E+01   -0.228430186510086042E+01    0.148232196528188833E+05   -0.536331319988484623E+01    1
    0.972832679748535156E+02   -0.260472035408020020E+01    0.779801428318023682E+00   -0.157782691717147650E+00   -0.205835215449333120E+01   -0.144392352104186994E+01   -0.118462067246437019E+01    0.149397135196976633E+05   -0.536831319988485056E+01    1
    0.115585994720458984E+03   -0.142076760530471802E+01    0.354904174804687500E+00   -0.610530849099159223E+01   -0.686587558984756452E+01   -0.154459244012832286E+00   -0.428561351299285853E+01    0.149507325119963971E+05   -0.537331319988484601E+01    1
    0.431457996368408203E+02   -0.250028496980667114E+01    0.431050598621368408E+00   -0.756793531775474548E+01   -0.762478143572807276E+01   -0.659173682928085292E+01   -0.289934358000755310E+01    0.149676801362917286E+05   -0.537831319988484857E+01    1
    0.500180721282958984E+02   -0.229921936988830566E+01    0.497461974620819092E+00   -0.665175759792327881E+01   -0.369012448191642761E+01   -0.486902691125869680E+01   -0.648315454721450823E+01    0.150236302767528414E+05   -0.538331319988484491E+01    1
    0.342244148254394531E+02   -0.585688674449920654E+01    0.406530499458312988E+00   -0.108670986890792776E+01   -0.337385544180870056E+01   -0.562174025774002040E+01   -0.741844091415405238E+01    0.150771662200272040E+05   -0.538831319988483948E+01    1
    0.744223594665527344E+02    0.255182385444641113E+00    0.887823164463043213E+00   -0.478005381822586095E+01   -0.619363554120063764E+01   -0.201863229274749756E+01   -0.325837641954421997E+00    0.151880706096822887E+05   -0.539331319988484825E+01    1
    0.605332374572753906E+02   -0.126469719409942627E+01    0.826806187629699707E+00   -0.854938709735869828E+00   -0.760365461111068708E+01   -0.709067541956901515E+01   -0.746036259531974810E+01    0.153789526688508504E+05   -0.539831319988485436E+01    1
    0.751219272613525391E+02   -0.524963140487670898E+00    0.771897971630096436E+00   -0.111981250047683645E+01   -0.634846073985099757E+01   -0.456333799958229047E+01   -0.452064615488051658E+00    0.154144815199840141E+05   -0.540331319988484537E+01    1
    0.927077293395996094E+02    0.680993199348449707E+00    0.595574676990509033E+00   -0.490850803852081263E+01   -0.892840516567229514E+00   -0.204670125246047974E+01   -0.541425880193710363E+01    0.154942957509060252E+05   -0.540831319988483905E+01    1
    0.726241588592529297E+02   -0.182283830642700195E+01    0.566563546657562256E+00   -0.468673735857009888E+01   -0.420855218768119776E+01   -0.352618122696876490E+01   -0.556510885953903234E+01    0.155363653569681846E+05   -0.541331319988484161E+01    1
    0.884087085723876953E+02   -0.996108353137969971E+00    0.689499557018280029E+00   -0.682726134657859784E+01   -0.175834060311317408E+01   -0.447913677096366847E+01   -0.710860404968261683E+01    0.155903656709679799E+05   -0.541831319988483973E+01    1
    0.806046962738037109E+02   -0.268877434730529785E+01    0.572206735610961914E+00   -0.227049199342727626E+01   -0.634912891387939471E+01   -0.805135965347290039E+00   -0.672005543708801234E+01    0.158711036692107409E+05   -0.542331319988484406E+01    1
    0.937682628631591797E+02   -0.212317144870758057E+01    0.491124510765075684E+00   -0.127230733036994881E+01   -0.589434537291526794E+01   -0.582428240776061479E+00   -0.258593229055404628E+01    0.158940293820009774E+05   -0.542831319988484751E+01    1
    0.838933467864990234E+02   -0.511124789714813232E+00    0.622429251670837402E+00   -0.655097915530204755E+01   -0.333117988705635071E+01   -0.572928048968315107E+01   -0.133846456408500636E+01    0.159488531852739234E+05   -0.543331319988484829E+01    1
    0.101266574859619141E+03    0.756646215915679932E+00    0.872750937938690186E+00   -0.509431993961333873E+00   -0.359367669224739039E+01   -0.762998321056366002E+01   -0.789854443669319117E+01    0.159508574261671365E+05   -0.543831319988484552E+01    1
    0.113919258117675781E+03   -0.988467991352081299E+00    0.360198736190795898E+00   -0.748326368331909197E+01   -0.404198473691940308E+01   -0.251585642099380458E+01   -0.563850346803665126E+01    0.160178276467316755E+05   -0.544331319988483830E+01    1
    0.926849842071533203E+02   -0.252964437007904053E+01    0.614117980003356934E-01   -0.221948192119598353E+01   -0.385824770927429217E+01   -0.310618040561675990E+01   -0.453376364707946777E+01    0.160706797282813022E+05   -0.544831319988483820E+01    1
    0.103384637832641602E+03   -0.300086760520935059E+01    0.344041109085083008E+00   -0.111254734396934474E+01   -0.749810430407524109E+01   -0.490530701875686681E+01   -0.457039898633956554E+00    0.160798830196597592E+05   -0.545331319988484342E+01    1
    0.927693367004394531E+02   -0.267680048942565918E+00    0.182181835174560547E+00   -0.557103437185287476E+01   -0.488558999896049428E+01   -0.386347914934158343E+01   -0.117752173542976379E+01    0.161635130863789327E+05   -0.545831319988484953E+01    1
    0.987840652465820312E+02   -0.328009366989135742E+00    0.650763034820556641E+00   -0.216145766973495501E+01   -0.401571405529975856E+01   -0.457086496353149396E+01   -0.449426415562629700E+01    0.161692442019463087E+05   -0.546331319988484410E+01    1
    0.113679838180541992E+03   -0.463152992725372314E+01    0.747569203376770020E-01   -0.341467715501785296E+01   -0.758970912694931066E+01   -0.355274950265884382E+01   -0.659148820638656652E+01    0.162979753404482290E+05   -0.546831319988483777E+01    1
    0.903806686401367188E+02   -0.205871737003326416E+01    0.540691137313842773E+00   -0.116564198732376045E+01   -0.243425866961479187E+01   -0.157645506262779200E+01   -0.238949948549270630E+01    0.163321399001653062E+05   -0.547331319988483678E+01    1
    0.113273859024047852E+03   -0.715945363044738770E-01    0.501352071762084961E+00   -0.438065338134765625E+01   -0.313285086154937709E+01   -0.348981259465217608E+01   -0.297944818139076251E+01    0.163774745024847325E+05   -0.547831319988484022E+01    1
    0.144468688964843750E+03   -0.235305726528167725E+00    0.783262908458709717E+00   -0.755268691778182966E+01   -0.512672567367553178E+00   -0.293346518874168360E+01   -0.213005301952362025E+01    0.164214463957423613E+05   -0.548331319988484100E+01    1
    0.791852474212646484E+02   -0.432284754514694214E+01    0.468406736850738525E+00   -0.542370082139968801E+01   -0.617892864942550624E+01   -0.342322686314582825E+01   -0.215753950476646406E+01    0.164346679861034245E+05   -0.548831319988484623E+01    1
    0.133456611633300781E+03   -0.290729987621307373E+01    0.201395332813262939E+00   -0.504832470417022172E+00   -0.857335472106933061E+00   -0.321033597588539088E+01   -0.344077502489089948E+01    0.164581338355657354E+05   -0.549331319988485411E+01    1
