    0.582858252525329590E+03    0.294231426715850830E+03    0.147050202598663166E+00    0.995491266250610352E+00    0.110060645661927747E+00    0.944731950759887695E+01   -0.500990509986877441E+01    0.187551432251930228E+01   -0.804643332958221436E+00    0.100754737854003906E+00   -0.173596124649047834E+01   -0.374300770163536090E+01   -0.539170616269111669E+01   -0.626460568215779877E+10   -0.460515351937698814E+01    1
    0.401141381263732910E+03    0.570154774188995361E+03    0.728881739618966462E-01    0.921464920043945312E+00    0.160955627766726506E-01    0.100227417945861816E+02   -0.435961282253265381E+01    0.258675944209098807E+01   -0.120929062366485596E+01    0.554925203323364258E-01   -0.590017247200012207E+01   -0.410634651780128479E+01   -0.550169259905815089E+01   -0.240396585117468564E+07   -0.461515351937698259E+01    1
    0.374428224563598633E+03    0.385396420955657959E+03    0.155659199354329214E+01    0.979684352874755859E+00    0.461052783690356835E-01    0.594436979293823242E+01   -0.263061654567718506E+01    0.173016419112682351E+01   -0.119336962699890137E+01    0.704349279403686523E+00   -0.748071106076240522E+01   -0.113210049867629969E+01   -0.277074103355407697E+01   -0.218500415974917728E+07   -0.462515351937698149E+01    1
    0.421006500720977783E+03    0.202917695045471191E+03    0.228240596816293717E+01    0.767739534378051758E+00    0.418861890879578036E+00    0.104696145057678223E+02   -0.355122542381286621E+01    0.193296146392822266E+01   -0.169435948133468628E+01    0.538060724735260010E+00   -0.239911196231842005E+01   -0.125499460697174037E+01   -0.706121426820754294E+00   -0.855072450899107615E+06   -0.463515351937698661E+01    1
    0.358072972297668457E+03    0.594248950481414795E+03    0.519426042135791799E+00    0.473207235336303711E+00    0.175193069569880039E+00    0.891121196746826172E+01   -0.472493970394134521E+01    0.114837139248847975E+01   -0.986123383045196533E+00    0.212574005126953125E-02   -0.258654772639274544E+01   -0.618567584156990069E+01   -0.130374682545661891E+01   -0.521738468612192664E+06   -0.464515351937698728E+01    1
    0.523695552349090576E+03    0.105502295494079590E+03    0.855793050269827854E-01   -0.243986129760742188E+00    0.416301248559679000E-02    0.956951332092285156E+01   -0.405180215835571289E+00    0.229517920911312112E+01   -0.473235607147216797E+01    0.948706746101379395E+00   -0.388412191271781904E+01   -0.168014870285987783E+01   -0.177650372982025129E+01   -0.512566949265542324E+06   -0.465515351937698174E+01    1
    0.489728379249572754E+03    0.531593298912048340E+03    0.137201777656814228E+01    0.774108886718750000E+00    0.480054524125212139E-02    0.701276779174804688E+01   -0.799960255622863770E+00    0.183388060927391061E+01   -0.958364009857177734E+00    0.240661084651947021E+00   -0.316564667224883856E+00   -0.643090041875839269E+01   -0.284229639768600428E+01   -0.479658299615021329E+06   -0.466515351937698153E+01    1
    0.439339613914489746E+03    0.186081290245056152E+03    0.576682373773604606E+01    0.760665416717529297E+00    0.181112985942116292E-01    0.786892700195312500E+01   -0.265922749042510986E+01    0.299754105806350690E+01   -0.272691726684570312E+01    0.825316131114959717E+00   -0.593125221729278529E+01   -0.490170716643333471E+01   -0.368833863735198442E+00   -0.365684294661799271E+06   -0.467515351937698398E+01    1
    0.542586743831634521E+03    0.133910322189331055E+03    0.330166106372938284E+01   -0.376259803771972656E+00    0.255422964491438149E-01    0.907457256317138672E+01   -0.651115894317626953E+00    0.236860156953334799E+01   -0.225356340408325195E+01    0.448909819126129150E+00   -0.662620123624801671E+01   -0.173408762812614370E+01   -0.351817820668220538E+01   -0.358900567510060559E+06   -0.468515351937698377E+01    1
    0.478497540950775146E+03    0.279094469547271729E+03    0.136571025973449070E-01   -0.152264356613159180E+00    0.166007200916741863E-02    0.474499797821044922E+01   -0.415754771232604980E+01    0.200119489431381226E+01   -0.463595241308212280E+01    0.160356640815734863E+00   -0.356505256891250610E+01   -0.569092099070548940E+01   -0.212067833542823792E+01   -0.320961489090466348E+06   -0.469515351937698444E+01    1
    0.574744498729705811E+03    0.239645469188690186E+03    0.951008507362451128E+00   -0.850770473480224609E+00    0.183915603072851735E+00    0.824535369873046875E+01   -0.907143831253051758E+00    0.235402342379093188E+01   -0.338088780641555786E+01    0.602057635784149170E+00   -0.335436538457870448E+01   -0.190508791208267159E+01   -0.310412549972534180E+01   -0.161178843888800649E+06   -0.470515351937698423E+01    1
    0.590658366680145264E+03    0.562751662731170654E+03    0.445934130574366094E-01   -0.909312248229980469E+00    0.120464081866421518E+00    0.454716730117797852E+01   -0.138659262657165527E+01    0.237141977548599225E+01   -0.420559048652648926E+01    0.851889252662658691E+00   -0.199778234362602181E+01   -0.442640941143035871E+01   -0.162372072339057905E+01   -0.157653928303484921E+06   -0.471515351937698135E+01    1
    0.343238425254821777E+03    0.485675454139709473E+02    0.174501744022582117E+01    0.482529163360595703E+00    0.309025139149270069E-02    0.863173437118530273E+01   -0.330426800251007080E+01    0.293072480857372275E+01   -0.468142122030258179E+01    0.208712100982666016E+00   -0.779850479960441589E+01   -0.759779737591743487E+01   -0.555589851140975988E+01   -0.156651225609883666E+06   -0.472515351937698025E+01    1
    0.491708743572235107E+03    0.265643548965454102E+03    0.448181732071333938E+00   -0.465427875518798828E+00    0.894092267648885081E-01    0.625591659545898438E+01   -0.392558383941650391E+01    0.233687847554683703E+01   -0.371632635593414307E+01    0.882648050785064697E+00   -0.320014008283615059E+01   -0.315005481243133545E+01   -0.406671753525733948E+01   -0.121140315015422166E+06   -0.473515351937698448E+01    1
    0.374846792221069336E+03    0.382241427898406982E+03    0.987974490737270905E+01    0.535929679870605469E+00    0.470422766691019123E+00    0.923104000091552734E+01   -0.832712173461914062E+00    0.210502196252346030E+01   -0.441455930471420288E+01    0.887249886989593506E+00   -0.653838555812835676E+01   -0.704157004356384242E+01   -0.348756623268126731E+00   -0.972197593988183071E+05   -0.474515351937698782E+01    1
