    0.171634789948903659E+03    0.139110293904899095E+03    0.229274396440320061E+01   -0.625668828090715223E-01   -0.101704561804530069E+01   -0.348095362873767300E+01   -0.276947589449002063E+01   -0.419641073073684190E+01    0.288145005969111662E+05
    0.196270275918793772E+03    0.183567551863251111E+03    0.352498377981539779E+01   -0.217738937850391334E+00   -0.792268326706778048E+00   -0.175747978330788790E+01   -0.245050663931507984E+01   -0.349081024345013269E+01    0.288186502516862020E+05
    0.118561933289141805E+03    0.132081948763193338E+03    0.126612581625276910E+01    0.546789187637167551E+00   -0.109156839673966388E+01   -0.230653833746064318E+01   -0.691938936214188960E+01   -0.775406172689854589E+01    0.288190519255453910E+05
    0.130483170360606266E+03    0.626045019180423523E+02    0.429516726215428868E+01    0.434597227754554449E+00   -0.936861406833726207E+00   -0.366483419105657315E+01   -0.367195573154108779E+01   -0.574777158637025387E+01    0.288191191705516612E+05
    0.127178483342782911E+03    0.110169912832382735E+03    0.118936525223962342E+01    0.378238800031926559E+00   -0.149315035228174864E+01   -0.214586883572721199E+01   -0.250167948322994604E+01   -0.451738719303236458E+01    0.288193872526113264E+05
    0.180072500996665013E+03    0.540732926347835416E+02    0.262774012977791394E+01   -0.218743998011387664E+00   -0.138293483677614049E+01   -0.228430122965966298E+01   -0.305917682247063283E+01   -0.431548292414351664E+01    0.288194894845145354E+05
    0.150414709494779800E+03    0.332046166797144835E+02    0.428936064396177130E+01    0.965591796289713145E-01   -0.136117394254343438E+01   -0.271940912693654724E+01   -0.327241165688411950E+01   -0.725609697873222270E+01    0.288196482459952422E+05
    0.147857196290449167E+03    0.525058161833080916E+02    0.352208744765030524E+01    0.162670610891201495E+00   -0.122239019837647245E+01   -0.220653782700690737E+01   -0.502076737578521559E+01   -0.354072746925457604E+01    0.288196558251339993E+05
    0.130625915377401725E+03    0.170882322918590575E+03    0.324826598279830137E+01    0.472797603383369847E+00   -0.102840735406341466E+01   -0.143190917863896150E+01   -0.535387527826781984E+01   -0.520352927859573811E+01    0.288199568951930414E+05
    0.195773036396934174E+03    0.386983273622331225E+02    0.593048919109785366E+01   -0.245575202084897359E+00   -0.903134042506230195E+00   -0.174844764930711793E+01   -0.207802696611653559E+01   -0.791874650891771470E+01    0.288199772852148053E+05
    0.142597308628557698E+03    0.138454709581816815E+03    0.446559422749132473E+01    0.274481093431023560E+00   -0.114755234348463198E+01   -0.258947500806561504E+01   -0.144907592715970868E+01   -0.477270139780828728E+01    0.288201260012679340E+05
    0.180230135892303821E+03    0.542372445467112527E+02    0.417526235707768301E+01   -0.456584315718164824E-01   -0.111111742778857536E+01   -0.113572366467306818E+01   -0.573447310143788780E+01   -0.336119459223157868E+01    0.288202142663400919E+05
    0.127862506543667749E+03    0.997414196908298010E+02    0.388844660987476942E+01    0.517001674523243082E+00   -0.814666506249122513E+00   -0.216845869604377040E+01   -0.357879933331946898E+01   -0.515594650341771121E+01    0.288203039438285050E+05
    0.209653979816242412E+03    0.102275228614981444E+03    0.422993546525444586E+01   -0.332603086795171698E+00   -0.119400568635760518E+01   -0.109842708199548600E+01   -0.410813483968222037E+01   -0.343236308183866345E+01    0.288203995502302096E+05
    0.139849001122033513E+03    0.160891089174209810E+03    0.510813573492279716E+01    0.317714929538938318E+00   -0.930973882412923004E+00   -0.206773635723549365E+01   -0.515880849155588450E+01   -0.411781582628090348E+01    0.288205880752585035E+05
