    0.550419723987579346E+03    0.225622558593750000E+03    0.737463974943450928E+01    0.785375118255615234E+00    0.880913439239611185E-01    0.107344627380371094E+02   -0.603487730026245117E+00    0.274547823965549487E+01   -0.363903552293777466E+01    0.110401809215545654E+00    0.573087465763091997E+00    0.969482660293579102E-01   -0.134282051824852973E+09   -0.460515351937698814E+01    1
    0.578297710418701172E+03    0.507787477970123291E+03    0.562442978334964233E-01    0.485628128051757812E+00    0.150435296460889739E-01    0.104075756072998047E+02   -0.359744489192962646E+01    0.245925523638725263E+01   -0.127702116966247559E+01    0.867049634456634521E+00    0.724476408958435014E+00    0.154602885246276855E+00   -0.749326721344571710E+08   -0.461515351937698259E+01    1
    0.556850695610046387E+03    0.555082440376281738E+03    0.391472497251424689E+00    0.815429687500000000E+00    0.506366437437407169E+00    0.610682201385498047E+01   -0.169993436336517334E+01    0.151502525210380545E+01   -0.320984214544296265E+01    0.985942482948303223E-01    0.747976434230804399E+00    0.131730473041534424E+01   -0.111720408195773363E+08   -0.462515351937698149E+01    1
    0.599048566818237305E+03    0.408893036842346191E+03    0.647440738405884719E+01    0.433318376541137695E+00    0.448241585878717073E-02    0.464056682586669922E+01   -0.297304594516754150E+01    0.167267543971538535E+01   -0.245996117591857910E+00    0.136622726917266846E+00    0.771222603321075395E+00    0.100117206573486328E+00   -0.994053982597253472E+07   -0.463515351937698661E+01    1
    0.373424398899078369E+03    0.104613304138183594E+01    0.501237642048155616E-01    0.947507619857788086E+00    0.812769434453765371E+00    0.826310443878173828E+01   -0.168228149414062500E-02    0.105996908247470856E+01   -0.128819644451141357E+00    0.672716617584228516E+00    0.541615974903106645E+00    0.529737532138824463E+00   -0.412644592802905384E+07   -0.464515351937698728E+01    1
    0.438267838954925537E+03    0.116994559764862061E+03    0.191225977997299501E+01    0.784309387207031250E+00    0.427724212642564480E-02    0.113712105751037598E+02   -0.409942567348480225E+01    0.172163123488426217E+01   -0.170714646577835083E+01    0.178440630435943604E+00    0.762430143356323198E+00    0.862225413322448730E+00   -0.289973517539230827E+07   -0.465515351937698174E+01    1
    0.588723886013031006E+03    0.314544618129730225E+03    0.114542431549122144E-01    0.260158538818359375E+00    0.222437814361626823E+00    0.744239521026611328E+01   -0.218973147869110107E+01    0.283164407014846820E+01   -0.281932592391967773E+01    0.548267364501953125E+00    0.117646260261535640E+01    0.171506327390670776E+01   -0.797002473835507291E+06   -0.466515351937698153E+01    1
    0.459355545043945312E+03    0.163774359226226807E+03    0.512919994822254566E+01    0.180929183959960938E+00    0.153361283644049187E-01    0.882382965087890625E+01   -0.524720907211303711E+00    0.139048058688640586E+01   -0.378279477357864380E+01    0.217828691005706787E+00    0.114528949260711665E+01    0.336057007312774658E+00   -0.529185372958163149E+06   -0.467515351937698398E+01    1
    0.433078300952911377E+03    0.572339737415313721E+03    0.797439519937894126E+01    0.894959688186645508E+00    0.592022092380304482E-01    0.692308950424194336E+01   -0.284311652183532715E+00    0.143558443486690512E+01   -0.401887595653533936E+01    0.746036112308502197E+00    0.868088018894195512E+00    0.195897334814071655E+01   -0.322786236640149145E+06   -0.468515351937698377E+01    1
    0.533469951152801514E+03    0.131305396556854248E+03    0.237660013855325140E-01   -0.185672760009765625E+00    0.286605021262302362E+00    0.864278745651245117E+01   -0.113531363010406494E+01    0.141541939079761514E+01   -0.483536839485168457E+01    0.927492678165435791E+00    0.416896831989288341E+00    0.119013065099716187E+01   -0.304659145283874997E+06   -0.469515351937698444E+01    1
