Nested Sampling Global Log-Evidence           :    0.288193471091081410E+05  +/-    0.223899311241404803E+00
Nested Importance Sampling Global Log-Evidence:    0.288182623725322737E+05  +/-    0.925669904898589607E-01

Dim No.       Mean        Sigma
   1    0.528562213076777539E+03    0.249434823403298829E+02
   2   -0.538105417153974219E+01    0.433576588563316545E+00
   3    0.786280070638172512E+00    0.393255259526082424E-01
   4   -0.232769821710135982E+01    0.534987622048087696E+00
   5   -0.302616333386811265E+01    0.956802866245065053E+00
   6   -0.575840989072935372E+01    0.140565462978172273E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.508825286649095005E+03
   2   -0.577322837414812717E+01
   3    0.759216098505749559E+00
   4   -0.205065538621817645E+01
   5   -0.217569380716266636E+01
   6   -0.774368547528981033E+01

MAP Parameters
Dim No.        Parameter
   1    0.508825286649095005E+03
   2   -0.577322837414812717E+01
   3    0.759216098505749559E+00
   4   -0.205065538621817645E+01
   5   -0.217569380716266636E+01
   6   -0.774368547528981033E+01
