    0.203565629781049339E-03    0.712361031114007860E-04   -0.244259506181113162E+01    0.332318169317282752E+03    0.150668086212800345E+01    0.356043850818914542E+00    0.450554808167835552E+00    0.734677825586522815E+01   -0.337861160227352864E+01    0.177039775776196451E+01   -0.231927932243190815E+01    0.964374438100398468E+00   -0.234115929390504096E+01   -0.202133566496410655E+01   -0.686042922264987087E+01   -0.557410087477396488E+01    0.288205968150963636E+05
    0.128296758602452722E-04    0.587270539038323939E-03   -0.431819046092392078E+01    0.257081304811570703E+03    0.121711700418411795E+01    0.438572388810758107E+00    0.403412966849721680E-01    0.498678457957299770E+01   -0.374140630975578725E+01    0.218593783783053475E+01   -0.334474247229605126E+01    0.767416481566140618E+00   -0.843585580558015025E+00   -0.274247895396923536E+01   -0.390950291284994922E+01   -0.335125720415001460E+01    0.288210588122106237E+05
    0.129697996243491370E-04    0.597005452897252423E-03   -0.590841851431583898E+01    0.131915335195504383E+03    0.628542663374226818E+00    0.420874475199490117E+00    0.233973181732010579E-01    0.593637152947046687E+01   -0.437047734490693696E+01    0.260394589746802607E+01   -0.140805619582596586E+01    0.565694259932903787E+00   -0.863199045426782163E+00   -0.286999150649987556E+01   -0.760712851736917628E+01   -0.365597629252489753E+01    0.288212128663476033E+05
    0.146956444630651038E-05    0.226226697556708981E-03   -0.202178167991908175E+01    0.496031949876020235E+03    0.171007247280981933E+01    0.465750476051786044E+00    0.358591536997651455E-02    0.105895275939088194E+02   -0.208425417664838974E+01    0.179151368166269176E+01   -0.382383111842271317E+01    0.342143743999419325E+00   -0.154229702241615296E+01   -0.864701879468784185E+00   -0.224518639122112162E+01   -0.377841201037956775E+01    0.288213862216241178E+05
    0.379803603043716209E-03    0.441352000723503057E-04   -0.256471166464175493E+01    0.299883239135577355E+03    0.136957745722635815E+01    0.327787142083484306E+00    0.134494018282047101E+00    0.961918429113245743E+01   -0.293201981447439541E+01    0.210736974112521036E+01   -0.666171763284459040E+00    0.699193357685407135E+00   -0.234981363388666953E+01   -0.287190071017792103E+01   -0.433203024859945707E+01   -0.556782778702297065E+01    0.288216039713456121E+05
    0.172268841264520500E-03    0.247330796087381975E-03   -0.132489013916022635E+01    0.453514813719651386E+03    0.913770917098779556E+00    0.361244152296646748E+00    0.446673776848882265E+00    0.679019996666573888E+01   -0.393556366803363300E+01    0.168719720447080856E+01   -0.264864778377292831E+01    0.745549096131431610E+00   -0.133587803861246979E+01   -0.324756927218257374E+01   -0.671113673500481767E+01   -0.374977329116175717E+01    0.288222021077179379E+05
    0.122389833608712450E-03    0.735175242614413671E-05   -0.100429412984211908E+01    0.490854727201142794E+03    0.938575331414588376E+00    0.380336289464488941E+00    0.405901649910482665E+00    0.728832388805232512E+01   -0.272039769072790794E+01    0.161124487776428182E+01   -0.419398888260720337E+01    0.356396340019595970E+00   -0.177516467680440027E+01   -0.281784294737050978E+01   -0.263736213072798176E+01   -0.583525107536667598E+01    0.288222955705698187E+05
    0.285607898192750053E-03    0.409963582357531018E-03   -0.380027733171710924E+01    0.231683680315307384E+03    0.106101835571826597E+01    0.352037586105813483E+00    0.522148825220737911E+00    0.980073639343166825E+01   -0.436418762821063488E+01    0.115885484187732435E+01   -0.379936617881741112E+01    0.622266799435028495E+00   -0.166287059619274302E+01   -0.257930831782144487E+01   -0.158801735828852753E+01   -0.539445449710999370E+01    0.288223013790282639E+05
    0.687559743672735512E-05    0.582971647267466620E-04   -0.542903547044393253E+01    0.247004830444322096E+03    0.473972468047960116E+00    0.476418233064592189E+00    0.449672322422097925E+00    0.459105476497391685E+01   -0.170409209270401085E+01    0.154190432281681034E+01   -0.690614453132489814E+00    0.627207250104841907E+00   -0.963535131247243548E+00   -0.127551910719343198E+01   -0.473115629529991732E+01   -0.284305683921460339E+01    0.288224079298793877E+05
    0.243808229279328956E-03    0.995869235600144783E-03   -0.124095133378052846E+01    0.451063636864662328E+03    0.906931564415667357E+00    0.338189822551101082E+00    0.494374394422304395E-01    0.448862637583907631E+01   -0.530087669399629036E+01    0.202332545404848618E+01   -0.312710299942694325E+01    0.580898200986093460E+00   -0.202419349377308055E+01   -0.325952373890874991E+01   -0.497063585838495925E+01   -0.766830646255101733E+01    0.288225199179528317E+05
    0.321283314326839995E-04    0.298446888258121594E-01   -0.564924417767473841E+01    0.158020781184830639E+03    0.122383761006686953E+01    0.377608297112020097E+00    0.397402527181434762E+00    0.465962573381305845E+01   -0.498577132971873649E+01    0.204084656493391714E+01   -0.399466206645049837E+01    0.574301038692418664E+00   -0.221635334667207395E+01   -0.230889546273260393E+01   -0.438476009554103374E+01   -0.686062670897865523E+01    0.288225464135559487E+05
    0.269986460552997269E-03    0.357674630174599668E-02   -0.437068781475776991E+01    0.211379546448271782E+03    0.862586720251553696E+00    0.361130889267827160E+00    0.144830920854848305E+00    0.521431851945506430E+01   -0.259945976555495983E+01    0.146982812781394112E+01   -0.215310881303130808E+01    0.686868650256960422E+00   -0.148517284782938397E+01   -0.307055910919288166E+01   -0.445324813227289695E+01   -0.652066490246587893E+01    0.288225688499624739E+05
    0.107756160976790616E-03    0.313558059384808508E-03   -0.228480965087095544E+01    0.368303859642579198E+03    0.158585121989810673E+01    0.376677063539356594E+00    0.450616947789433519E-02    0.117948374276753931E+02   -0.383520654904909319E+01    0.226176989184111310E+01   -0.446750930515453959E+01    0.888195743980660146E+00   -0.181795150003682604E+01   -0.232128187779054596E+01   -0.346522363576990067E+01   -0.681805932097208078E+01    0.288228952036571209E+05
    0.216598875343477602E-04    0.770592355779025316E-02   -0.433614535314884453E+01    0.195944725231944716E+03    0.108619245771480943E+01    0.391707972055128750E+00    0.856952872378838104E+00    0.686396563783149727E+01   -0.288148575392837802E+01    0.189968777474354389E+01   -0.348502962304997510E+01    0.293120857432926485E+00   -0.973517495100582941E+00   -0.141991471890723631E+01   -0.154788065784712714E+01   -0.518399209683943951E+01    0.288229320056855868E+05
    0.134450429253590818E-01    0.349309124625960411E-02   -0.960454227623767309E+00    0.369354245842552928E+03    0.148306763047505541E+01    0.218591283883553700E+00    0.903049992917053568E+00    0.681844582419391720E+01   -0.376082782548316175E+00    0.141665098564489056E+01   -0.339455245698666630E+01    0.431191140813596996E+00   -0.180103069989811981E+01   -0.177250600750686438E+01   -0.683727432071089058E+01   -0.536501952904336576E+01    0.288230582683616885E+05
    0.158612785321147527E-03    0.235582618208584742E-03   -0.421407721251592182E+01    0.214497225130327251E+03    0.156781856138949616E+01    0.373368481956128817E+00    0.291891055905557596E-02    0.105316907062217062E+02   -0.522885499525004782E+01    0.257670393499832606E+01   -0.475399525801972889E+01    0.571718819597502592E+00   -0.169627477254482528E+01   -0.215373694731077858E+01   -0.503109504703173549E+01   -0.412560689259335245E+01    0.288231112665583751E+05
    0.132625981077162522E-05    0.203040795452312391E-04   -0.550409186566471309E+01    0.255798080340453367E+03    0.995413894278618483E+00    0.529717596315527395E+00    0.219421119395214817E-01    0.905934718110476567E+01   -0.100899689943734039E+01    0.105182943305934784E+01   -0.654161439811447032E+00    0.324752331159787744E+00   -0.120373469672608735E+01   -0.123108087965360369E+01   -0.521381566909498595E+01   -0.610696370562169211E+01    0.288231768673108090E+05
    0.171259168911923296E-05    0.790312553944934592E-04   -0.457605048012624138E+01    0.372686955046404250E+03    0.116757837129524367E+01    0.501623443508117384E+00    0.122630582276359230E-02    0.770255421670944251E+01   -0.227717233577119060E+01    0.229556073990634424E+01   -0.372565188583992679E+00    0.767865181476422465E+00   -0.527036790401200328E+00   -0.192541860552306421E+01   -0.773687399454908409E+01   -0.356759658105200650E+01    0.288231794635289334E+05
    0.203174209837993739E-04    0.274884658028841100E+00   -0.452716014280364920E+01    0.158373846739063850E+03    0.133598607684610737E+01    0.296181441695519299E+00    0.274599097870517166E-01    0.892301315599184441E+01   -0.452796977645615151E+01    0.150654820904208742E+01   -0.408341675241204705E+01    0.483169949853676062E+00   -0.310319997131320768E+01   -0.578058946898927672E+01   -0.419316941533627485E+01   -0.660442617022634604E+01    0.288234130663852447E+05
    0.507115125455984183E-03    0.388471301569785201E-02   -0.266718784369987949E+01    0.312035965172634690E+03    0.162613023481134733E+01    0.340654490004723309E+00    0.387514303061105769E-02    0.108565038997773176E+02   -0.156260279729959350E+01    0.227487222666785538E+01   -0.253074273723229926E+01    0.710190011868063520E+00   -0.175186555485858797E+01   -0.204031100529124121E+01   -0.651767035810572892E+01   -0.438630862074149608E+01    0.288234410366826414E+05
    0.111343111141548514E-03    0.189707452423018065E-02   -0.209258328324298803E+01    0.367350851032238324E+03    0.143217418907043093E+01    0.350687436119441198E+00    0.944138112173739837E-02    0.613804045809485110E+01   -0.229368896573105996E+01    0.284584561307380612E+01   -0.214988509630241786E+01    0.300273260772726369E+00   -0.100189146678875485E+01   -0.227073028190574888E+01   -0.476715910490568540E+01   -0.527622416785139148E+01    0.288234436438810517E+05
    0.310357933572032868E-04    0.120133080358723212E-03   -0.326647870776972038E+01    0.329135353488725798E+03    0.136340696553268570E+01    0.414477374731075932E+00    0.348563393259565119E-01    0.823344440587524673E+01   -0.239618859080758018E+01    0.236800573105278911E+01   -0.355124818447223811E+01    0.639014323116822491E+00   -0.103431525528324197E+01   -0.223648027475511046E+01   -0.459544384789593252E+01   -0.741020867974336284E+01    0.288234805310773954E+05
    0.394275494322107761E-05    0.122607165286572806E-04   -0.189549925282666187E+01    0.479380884024059412E+03    0.204718481866184715E+00    0.462700466522145359E+00    0.440378518619408566E-02    0.100626074261059770E+02   -0.573757451649436323E+01    0.158607223600658043E+01   -0.112226740744948561E+01    0.842903128143281832E+00   -0.144064629476091000E+01   -0.107400671778998813E+01   -0.667943338252024432E+01   -0.782499912636425421E+01    0.288234991034521736E+05
    0.357057150817576832E-03    0.658998860180379113E-05   -0.554633918774453072E+01    0.150415164609416848E+03    0.148525784053567111E+01    0.353816776734030836E+00    0.157041278240379863E-02    0.906362694389308388E+01   -0.360057723028051369E+01    0.244429237390204168E+01   -0.201292358663022819E+01    0.317042482321281238E+00   -0.126435506174520818E+01   -0.222543480636620483E+01   -0.482701844338808606E+01   -0.351483608215330978E+01    0.288235335177632187E+05
    0.702804677560533032E-04    0.845767799787244687E-04   -0.389558332679571873E+01    0.274931078357141985E+03    0.128529586259084927E+01    0.404505197814158945E+00    0.180151711791564972E+00    0.937710392629517031E+01   -0.384481974756127753E+01    0.286206676996008458E+01   -0.395831010854533183E+01    0.102901452101648375E+00   -0.166308650332159846E+01   -0.136909376804272576E+01   -0.304722340946930270E+01   -0.564540478321413808E+01    0.288235401957742470E+05
    0.341452208499056029E-04    0.107997407149126503E-04   -0.347775816671355020E+01    0.282973839473392047E+03    0.160525912546447835E+01    0.383777292674381876E+00    0.240584433852288310E+00    0.586150477321963059E+01   -0.344501879092155239E+01    0.280634229866387175E+01   -0.148418458721278279E+01    0.824707591695303277E+00   -0.174714749219691257E+01   -0.101247156719110798E+01   -0.268500459990999918E+01   -0.646456869744550389E+01    0.288236011050732704E+05
    0.401378045907058677E-03    0.138186484147008112E-01   -0.157973475994394796E+01    0.431780631437561624E+03    0.943847746823740064E+00    0.327911576658528048E+00    0.508605056598079169E-02    0.701788700073570482E+01   -0.405624598944829629E+01    0.209075726654738681E+01   -0.337057220822255976E+01    0.660634558558409024E+00   -0.871404980137993945E+00   -0.277288923719631075E+01   -0.711958728994912171E+01   -0.439731407363074300E+01    0.288236027668023708E+05
    0.413533783652872248E-03    0.336322175937391483E-04   -0.196340709192664775E+01    0.332268663378298697E+03    0.157147078656279660E+01    0.309631947149957343E+00    0.490542648553905641E-01    0.913272857372139590E+01   -0.558852847004886222E+01    0.208993413028859054E+01   -0.240795629943883061E+01    0.760845015879882403E+00   -0.184113328604573123E+01   -0.161746004485473094E+01   -0.503470682168226880E+01   -0.605053956576396601E+01    0.288236405689786152E+05
    0.172668622502463429E-05    0.362602911063849600E-05   -0.422295681566065539E+01    0.299763080482506439E+03    0.783415115443261589E+00    0.475405017540835639E+00    0.309310305921348949E+00    0.786721466375628253E+01   -0.270765747835427817E+01    0.203475262264334011E+01   -0.361745626137732224E+01    0.668208797759372697E+00   -0.127952223038882984E+01   -0.101448664555757162E+01   -0.215917528858056684E+01   -0.683295718585552425E+01    0.288236891174453449E+05
    0.118077299087495955E-03    0.121321991087749003E-01   -0.201906438209340866E+01    0.385093192351894515E+03    0.917538946940539168E+00    0.378910119187063299E+00    0.180989947993539513E-01    0.629449979510796531E+01   -0.428879055257042641E+01    0.184745932906455046E+01   -0.462279077547634287E+01    0.445239311638726765E+00   -0.139862104943470822E+01   -0.241450661612697637E+01   -0.722337166392998320E+01   -0.445869167586595694E+01    0.288237357539037366E+05
    0.144998983772112485E-04    0.613876113285905835E-02   -0.210206112614805152E+01    0.373776957279774592E+03    0.133628841252620201E+01    0.399436168996305851E+00    0.927331395910828242E-02    0.843774461367249273E+01   -0.364431129082449656E+01    0.272138908885045172E+01   -0.361370060180439534E+01    0.312600764998244574E+00   -0.108740040429937146E+01   -0.262930317109768730E+01   -0.406659487383080709E+01   -0.457844352680868205E+01    0.288237754982257065E+05
    0.280767919219495367E-05    0.282514296541367966E-02   -0.206691727310596240E+01    0.386382520208275196E+03    0.146379807342930679E+01    0.440280774429497257E+00    0.379375020500463817E-01    0.112937534830318036E+02   -0.360348211012901753E+01    0.161263783787138437E+01   -0.399480116429313803E+01    0.467666550377233703E+00   -0.173245574884603482E+01   -0.267482116732952058E+01   -0.434105498657443611E+01   -0.508799361552236107E+01    0.288237854385139908E+05
    0.568088517615048384E-03    0.125609239566168863E-02   -0.217452305185142336E+01    0.405555715201105897E+03    0.182586475253994296E+01    0.321550241409069015E+00    0.429935486823340637E-01    0.677963749147071404E+01   -0.564661911684154649E+01    0.283025026189794060E+01   -0.464741963817598869E+01    0.958242169131059418E+00   -0.138198798023777147E+01   -0.871644658839843878E+00   -0.327538777610512266E+01   -0.444118105220243198E+01    0.288238263294830431E+05
    0.311406949834708410E-04    0.798802546756643744E-04   -0.346867753113376187E+01    0.357857804416503313E+03    0.633004512310670120E+00    0.436533958852943049E+00    0.153194837196698908E+00    0.861666021852915520E+01   -0.294126585569484167E+01    0.227789626630840214E+01   -0.109262485774824203E+01    0.776126658986047158E+00   -0.922760365835676666E+00   -0.172550918602038283E+01   -0.393688061871707706E+01   -0.694620334826648733E+01    0.288239275685817847E+05
    0.241868555936562115E-04    0.903931054845340884E-05   -0.347925883825104032E+01    0.299875768637016677E+03    0.199356789659981160E+01    0.409082391979080751E+00    0.464504676427230073E-02    0.896745386056389826E+01   -0.560989925246667909E+01    0.273614874560001375E+01   -0.239733882829577372E+01    0.534870872744632853E+00   -0.926716320005728456E+00   -0.159402383124495284E+01   -0.701263492224556906E+01   -0.407813401972182632E+01    0.288240039929468767E+05
    0.124543207829576441E-04    0.148958202557722269E-01   -0.331479911386745441E+01    0.216327352953190825E+03    0.162791443937682212E+01    0.396674802730124398E+00    0.505292999388746566E-02    0.860238257104105664E+01   -0.343362971208968970E+01    0.225150917883186841E+01   -0.142712166585606992E+01    0.935110172689148866E+00   -0.137175095532682256E+01   -0.341633263173480639E+01   -0.697787135574052542E+01   -0.771348414166439778E+01    0.288240232137156017E+05
    0.457011322060618008E-04    0.111899521302837063E-04   -0.290734923152013680E+01    0.384457101878347203E+03    0.133967101047927839E+01    0.388186725297370749E+00    0.805335514666918606E-01    0.402085826615985642E+01   -0.926886594624493299E+00    0.154319323651493612E+01   -0.401472257384850550E+01    0.578093216799137610E+00   -0.870699941192306426E+00   -0.117149720560874471E+01   -0.432209124276078338E+01   -0.314863607206270313E+01    0.288240388872181793E+05
    0.394125950082263407E-05    0.524185392761259816E-02   -0.223542072598201225E+01    0.399466180241349946E+03    0.143196659728582332E+01    0.425175982109738282E+00    0.943921924286583280E+00    0.885398629682073590E+01   -0.335148720731957939E+01    0.256965552413946252E+01   -0.312536899624660647E+01    0.141436901462692555E+00   -0.972913218384437783E+00   -0.136107275033556618E+01   -0.578275058227500605E+01   -0.648841421863984102E+01    0.288240570970029148E+05
