    0.442057188413588051E+03    0.138649618492834494E-01    0.107936508009381082E+02   -0.454827780402537130E+00    0.193345176354126735E+01   -0.393249460021838093E+01   -0.457501095837028515E+01   -0.573305677280405845E+01   -0.424276397246495129E+01   -0.494553907734607456E+01    0.288113790054807396E+05
    0.454937122449721187E+03    0.142109816843416115E+00    0.996428333260328714E+01   -0.224351992907207531E+00    0.172726112133382781E+01   -0.277165173163030021E+01   -0.233012720674541995E+01   -0.757651581321552214E+01   -0.251673659980471776E+01   -0.670710254913758330E+01    0.288114058531189985E+05
    0.467487823748261064E+03    0.297717923758880273E-01    0.100640081035428093E+02   -0.537689832754297825E+00    0.163031290177462873E+01   -0.215002146346788736E+01   -0.193520091882619738E+01   -0.544993058967150112E+01   -0.389889288450305749E+01   -0.618308485791928319E+01    0.288119419084160108E+05
    0.476888218394840294E+03    0.127759421869440476E+00    0.986292971055769563E+01   -0.621063286558221961E+00    0.114123417822236251E+01   -0.201219525952620248E+01   -0.696161980696617899E+01   -0.412919977208435984E+01   -0.331370975412754287E+01   -0.138353057765078091E+01    0.288120938970822936E+05
    0.441671537099327111E+03    0.321278771292435594E-01    0.105282314833122221E+02   -0.237917709713990178E+00    0.120848461377801941E+01   -0.454124249270042490E+01   -0.581293003492813476E+01   -0.742386948090263754E+01   -0.610493566476823446E+01   -0.309234459770741132E+01    0.288121565135206256E+05
    0.469553904188502827E+03    0.545134926346815818E-01    0.971552021919183417E+01   -0.260425834584687266E+00    0.180310713997058847E+01   -0.180351082974565236E+01   -0.159174368257033194E+01   -0.380642770576744915E+01   -0.386412836247429947E+01   -0.715514437426038441E+01    0.288121914524021231E+05
    0.462336345844688537E+03    0.507415082702373232E-01    0.976428303711563927E+01   -0.349144919718849422E+00    0.286077566371508762E+01    0.745902194073239322E+00   -0.606403875323816077E+01   -0.649895240999605850E+01   -0.436844735769347015E+01   -0.398373174814652931E+01    0.288122951951333343E+05
    0.453274758000831355E+03    0.112281780984346078E-01    0.106606892691283441E+02   -0.624693047388957368E+00    0.133201786444989723E+01   -0.243816391022745016E+01   -0.279680152940647986E+01   -0.512795278112716879E+01   -0.581008749005786029E+01   -0.303209574683035488E+01    0.288124037403781986E+05
    0.447844188810909202E+03    0.148702208606542111E-01    0.109934874844711956E+02   -0.194224168683216014E+00    0.125680790847389723E+01   -0.330204489109244115E+01   -0.193882363892177789E+01   -0.245939844174033961E+01   -0.367113935399576352E+01   -0.534461798878729777E+01    0.288124088501024307E+05
    0.452413149404233195E+03    0.188502390477253458E-01    0.106981757296491082E+02   -0.541148214769369140E+00    0.216429006594130202E+01   -0.505925630272646032E+00   -0.445697692002138446E+01   -0.655662126481651431E+01   -0.433790206444985138E+01   -0.608607211846026175E+01    0.288124333687299913E+05
    0.456768933614627144E+03    0.104142152096345877E+00    0.991426847341264050E+01   -0.252264789839419024E+00    0.174681902868423822E+01   -0.285022787966143953E+01   -0.480378930780783442E+01   -0.467111357191445276E+01   -0.261380328066252776E+01   -0.492042142678465311E+01    0.288125079889428926E+05
    0.463175258009167351E+03    0.630065360618757564E-01    0.987807745117463476E+01   -0.273833919329819153E+00    0.201606974752843549E+01   -0.185054226452992010E+01   -0.138518580268161617E+01   -0.420163650439814518E+01   -0.332376909832782097E+01   -0.477896938676564531E+01    0.288127487045276139E+05
    0.455864229505490414E+03    0.836911893734550577E-01    0.100994499400239235E+02   -0.515827243447662731E+00    0.197183099829968644E+01   -0.172282156653514074E+01   -0.210699668089137404E+01   -0.561841184726357490E+01   -0.632079535476945065E+01   -0.473666049448857152E+01    0.288127585424144927E+05
    0.453192691183501950E+03    0.142076246456091966E-01    0.109267778096232338E+02   -0.745648574202144587E+00    0.168595613220388141E+01   -0.322328908699695571E+01   -0.669156898147361545E+01   -0.313149145002440221E+01   -0.532319081965234098E+01   -0.480549812818528110E+01    0.288128606257344582E+05
    0.458375899138512295E+03    0.155616169366307698E-01    0.106763623963886616E+02   -0.191143929147650660E+00    0.203326073342292091E+01   -0.680626746299066276E+00   -0.489549846019590795E+01   -0.504999983431219857E+01   -0.173851102217792874E+01   -0.459366527906489175E+01    0.288129884237452643E+05
    0.456193633482556720E+03    0.913542559272351590E-01    0.101201410726199459E+02   -0.319269822842670692E+00    0.131113628796362214E+01   -0.522186344736672581E+00   -0.713373312900613499E+01   -0.676636279440215738E+01   -0.409823165045524362E+01   -0.401121374886016557E+01    0.288130109847936692E+05
    0.458365191205877409E+03    0.186140689739608609E-01    0.103801228736991948E+02   -0.936867753454320606E+00    0.258386453493498225E+01   -0.112565839912729171E+01   -0.677101558285330984E+01   -0.471333182156045361E+01   -0.768130611460531831E+01   -0.691442116853250788E+01    0.288132214937036697E+05
    0.455162958732031200E+03    0.322081063307593646E-01    0.102436612886161917E+02   -0.335219516097029491E+00    0.240140378117846609E+01   -0.581049668121440988E+00   -0.681941075410607134E+01   -0.618643758077078321E+01   -0.563836562175501044E+01   -0.728552146704672410E+01    0.288132221091633146E+05
    0.453013329997215521E+03    0.697983422899558642E-01    0.100094767861232476E+02   -0.311339732329370733E+00    0.247922480662385603E+01   -0.475070229073089401E+01   -0.585183984119188416E+01   -0.211829396834046602E+01   -0.580800194668544378E+01   -0.697271175433092338E+01    0.288132955250191008E+05
