    0.211830984574370274E+00    0.146486777643091842E-05   -0.571186745166778564E+01    0.623134076595306396E+02    0.189173444628715526E+01    0.175403392314910866E+00    0.589025331231106897E+00    0.889591693878173828E+01   -0.193518161773681641E+01    0.254256985187530526E+01   -0.253360688686370850E+01    0.795247972011566162E+00   -0.618439835309982300E+01   -0.779033791422843969E+01   -0.438848519325255815E+00   -0.357577537298202497E+01   -0.999999999999999967E+99   -0.460515351937698814E+01    1
    0.187101728149545121E+00    0.259413328272537074E-04   -0.573351860046386719E+01    0.153758138418197632E+03    0.166190516114234921E+01    0.293033492565155040E+00    0.462854121919524186E+00    0.442914915084838867E+01   -0.297388887405395508E+01    0.164462774097919473E+01   -0.333570063114166260E+01    0.913709104061126709E+00   -0.433582639098167455E+01   -0.180306305885314888E+01   -0.170780611634254420E+01   -0.780248464941978437E+01   -0.999999999999999967E+99   -0.461515351937698259E+01    1
    0.622078820003919453E+00    0.366314590791787409E+00   -0.647372961044311523E+00    0.113191157579421997E+03    0.842899451255798349E+00    0.184724526762962338E+01    0.132468667641811699E+00    0.856612348556518555E+01   -0.265415561199188232E+01    0.107591408193111415E+01   -0.298574566841125488E-01    0.248492896556854248E+00   -0.745585489273071289E+01   -0.665980601310729448E+00   -0.406529407501220685E+01   -0.552272242307662964E+01   -0.999999999999999967E+99   -0.462515351937698149E+01    1
    0.112831786417409117E-05    0.755012678608014791E-02   -0.690369486808776855E+00    0.146189540624618530E+03    0.165603480339050285E+00    0.657040777206420956E+00    0.435756766065225398E+00    0.862661933898925781E+01   -0.545042467117309570E+01    0.243173103332519513E+01   -0.195310503244400024E+01    0.423277676105499268E+00   -0.510751041769981384E+01   -0.679425147771835292E+01   -0.187370303869247401E+01   -0.329452449083328247E+01   -0.999999999999999967E+99   -0.463515351937698661E+01    1
    0.361836264845548644E-05    0.261284652239379819E-02   -0.917586922645568848E+00    0.146350681781768799E+03    0.850531741380691542E+00    0.227847756147384645E+00    0.520731689701564235E-02    0.549566745758056641E+01   -0.231139004230499268E+01    0.193715082406997685E+01   -0.898176431655883789E-01    0.273333191871643066E-01   -0.692006737589836085E+01   -0.301314553022384590E+01   -0.249360514283180201E+01   -0.232753917574882507E+01   -0.999999999999999967E+99   -0.464515351937698728E+01    1
    0.755175381952502445E+00    0.206188885495081426E-04   -0.284733259677886963E+01    0.120253980159759521E+03    0.158369032621383665E+01    0.227884577512741077E+00    0.207256421402766521E-02    0.110067296028137207E+02   -0.587442040443420410E+00    0.211219015717506409E+01   -0.192690283060073853E+01    0.377195715904235840E+00   -0.391869650483131426E+01   -0.713816192150116002E+01   -0.652648414969444257E+01   -0.471492686271667516E+01   -0.999999999999999967E+99   -0.465515351937698174E+01    1
    0.159737341836831972E-03    0.748318118807716391E-04   -0.349973237514495850E+01    0.152510970830917358E+03    0.477786227464675917E+00    0.197663908600807181E+01    0.236099936361078011E+00    0.844232940673828125E+01   -0.180377376079559326E+01    0.146549470424652095E+01   -0.227582752704620361E+01    0.890576183795928955E+00   -0.439838773012160900E+00   -0.262922516465187073E+01   -0.158855819702147905E+00   -0.194963425993919337E+01   -0.999999999999999967E+99   -0.466515351937698153E+01    1
    0.872274317581032466E+00    0.131059346907797519E-04   -0.435930025577545166E+01    0.215499967336654663E+03    0.197429314017295843E+01    0.232822062969207738E+00    0.366976955582489720E-02    0.563099575042724609E+01   -0.359441828727722168E+01    0.234225395321846008E+01   -0.456032127141952515E+01    0.521708786487579346E+00   -0.317770987153053230E+01   -0.637031553983688337E+01   -0.486959714293479884E+01   -0.706062642335891688E+01   -0.999999999999999967E+99   -0.467515351937698398E+01    1
    0.509286155234496163E+00    0.240229095211124886E-04   -0.505783975124359131E+01    0.503636598587036133E+02    0.107714399576187136E+01    0.130159493684768673E+00    0.123289742410289421E+00    0.629240274429321289E+01   -0.140221238136291504E+00    0.285999024510383615E+01   -0.336009591817855835E+01    0.184640288352966309E-01   -0.108738086819648672E+01   -0.458388611674308777E+01   -0.174584824442863429E+01   -0.458112395405769313E+01   -0.999999999999999967E+99   -0.468515351937698377E+01    1
    0.213957439360680499E-04    0.894090917845574186E-02   -0.121029353141784668E+01    0.790816545486450195E+02    0.131151021599769591E+01    0.486917217969894400E+00    0.112139468636772138E-01    0.554843378067016602E+01   -0.523333954811096191E+01    0.221401285529136649E+01   -0.292415618896484375E+01    0.871272087097167969E-01   -0.795380040407180822E+01   -0.565623291730880773E+01   -0.261360900998115486E+01   -0.626303946971893311E+01   -0.152956479691157132E+53   -0.469515351937698444E+01    1
    0.112183478867930525E-04    0.544131148445450429E-04   -0.428504240512847900E+01    0.693689882755279541E+02    0.991910088062286421E+00    0.126950724124908432E+00    0.274133690539979213E+00    0.525326871871948242E+01   -0.516738724708557129E+01    0.107052547037601475E+01   -0.775901675224304199E+00    0.791007339954376221E+00   -0.356537888646125811E+01   -0.176534771919250488E+01   -0.646842834949493373E+01   -0.320843975543975812E+01   -0.977204457935872719E+52   -0.470515351937698423E+01    1
    0.729042814092883740E-04    0.104874594531664726E-04   -0.417627811431884766E+01    0.320274412631988525E+03    0.183550314664840708E+01    0.398925065994262668E-01    0.230721787537883777E-01    0.106251268386840820E+02   -0.509546613693237305E+01    0.199388211071491250E+01   -0.209126263856887817E+01    0.900505781173706055E+00   -0.159436862468719465E+01   -0.870186167955398382E+00   -0.647618133425712550E+01   -0.143621244430541939E+01   -0.148384581031008691E+13   -0.471515351937698135E+01    1
    0.212280109835581406E-03    0.382674877845779249E+00   -0.399691629409790039E+01    0.335250049829483032E+03    0.107955815553665158E+01    0.413478946685791049E-01    0.313742568888088951E-02    0.568045091629028320E+01   -0.396362006664276123E+01    0.231573815345764178E+01   -0.194660216569900513E+01    0.849755048751831055E+00   -0.508027255535125732E+01   -0.554776270389556814E+01   -0.255984497070311789E+00   -0.745844141840934771E+01   -0.296972812367031250E+12   -0.472515351937698025E+01    1
    0.500224943958121459E-02    0.238799558098702765E-04   -0.440810000896453857E+01    0.242178171873092651E+03    0.163329484224319454E+01    0.477701544761657687E-01    0.103339347751631363E-01    0.814375686645507812E+01   -0.250906777381896973E+01    0.270643213391304016E+01   -0.311231821775436401E+01    0.211236119270324707E+00   -0.641970202922821009E+01   -0.456394590139388967E+01   -0.770447891950606589E+00   -0.699513218402862513E+01   -0.111467963212662796E+12   -0.473515351937698448E+01    1
    0.266270838278834417E-02    0.227540154296424546E+00   -0.404044318199157715E+01    0.467965722084045410E+03    0.148501248955726628E+01    0.465758204460144029E-01    0.374154091691360352E-01    0.856845760345458984E+01   -0.511819016933441162E+01    0.122866219282150269E+01   -0.321508616209030151E+01    0.861375391483306885E+00   -0.152665231823921133E+01   -0.332186500430107134E+01   -0.741125062704086268E+01   -0.422432844042777944E+01   -0.104215553261320190E+11   -0.474515351937698782E+01    1
    0.359469391690116283E-01    0.106660782504685485E-02   -0.493124485015869141E+00    0.181142657995223999E+03    0.425530927181243912E+00    0.737220180034637435E-01    0.187458823122803792E+00    0.866959381103515625E+01   -0.393845057487487793E+01    0.249609659314155596E+01   -0.233095139265060425E+01    0.573527216911315918E+00   -0.167258312702178902E+01   -0.700480870008468592E+01   -0.280101228356361354E+01   -0.244819379448890651E+01   -0.206338340145071095E+06   -0.475515351937698494E+01    1
    0.445111049296727235E-02    0.205151933737180228E-03   -0.578699648380279541E+01    0.383481889963150024E+03    0.500848257541656461E-01    0.157052503585815439E+01    0.164125899311826536E-01    0.773232030868530273E+01   -0.224344253540039062E+00    0.111348245143890390E+01   -0.491479098796844482E+01    0.885376572608947754E+00   -0.602701441049575770E+01   -0.337786684036254847E+01   -0.532159073948860151E+01   -0.729865035414695740E+01   -0.794870908666051691E+05   -0.476515351937698117E+01    1
    0.174231683656419258E-01    0.781234647837144933E-05   -0.262702023983001709E+01    0.372452735900878906E+03    0.915030735731124922E+00    0.146857392787933333E+00    0.275458516856101170E-01    0.509046316146850586E+01   -0.472073328495025635E+01    0.192295809388160710E+01   -0.620130598545074463E+00    0.552418529987335205E+00   -0.297766120433807391E+01   -0.505486546158790517E+01   -0.748838635087013227E+01   -0.336378056406974757E+01   -0.239645924729850412E+04   -0.477515351937698451E+01    1
    0.577965896411593226E-05    0.110266299137603052E-03   -0.373347580432891846E+01    0.499539881944656372E+03    0.147325703263282781E+01    0.290656272172927888E+00    0.397356735634663213E-01    0.112321414947509766E+02   -0.983655452728271484E-01    0.130421863496303558E+01   -0.815725326538085938E+00    0.549653887748718262E+00   -0.346092430949211138E+01   -0.401036254167556727E+01   -0.499499537348747236E+01   -0.326282883882522601E+01    0.781737417762175937E+04   -0.478515351937698341E+01    1
    0.698813530483504003E-01    0.477801226344631152E-02   -0.529478430747985840E+00    0.318334102630615234E+02    0.213651231527328483E+00    0.660484991073608363E+00    0.417405762747046494E+00    0.458439302444458008E+01   -0.424695003032684326E+01    0.236704084575176221E+01   -0.387393891811370850E+01    0.157805919647216797E+00   -0.713343479037284833E+01   -0.405288553237915039E+01   -0.693703023791313189E+01   -0.197898560762404863E+00    0.107565473482889356E+05   -0.479515351937697876E+01    1
    0.507352852286865994E-05    0.416612923242412291E-04   -0.625890254974365234E+00    0.375047534704208374E+03    0.655670297145843489E-01    0.483256088495254532E+00    0.157774751619674356E-02    0.834307098388671875E+01   -0.521050393581390381E+01    0.283114905059337607E+01   -0.362860888242721558E+01    0.530480325222015381E+00   -0.287612653374671901E+01   -0.392016281485557538E+01   -0.345892280340194702E+00   -0.602270165085792542E+01    0.131120233702960049E+05   -0.480515351937698032E+01    1
    0.253448807467716777E-02    0.304846538705127153E-04   -0.562033331394195557E+01    0.414690852165222168E+03    0.105983535766601555E+01    0.239425243139266969E+00    0.856092020663907882E+00    0.988006305694580078E+01   -0.133205544948577881E+01    0.284780816137790671E+01   -0.642489194869995117E+00    0.628691375255584717E+00   -0.346983141303062403E+01   -0.622938920855522138E+01   -0.759379351139068604E+01   -0.126562606096267682E+01    0.135365258783088484E+05   -0.481515351937698277E+01    1
    0.826464433732788772E+00    0.176420242306965409E-01   -0.425438082218170166E+01    0.347453355789184570E+01    0.461273497343063388E+00    0.181049341440200795E+01    0.927804341502147079E+00    0.841194868087768555E+01   -0.586266911029815674E+01    0.221579755246639243E+01   -0.203709810972213745E+01    0.131522119045257568E+00   -0.736083668470382690E+01   -0.405539530515670776E+01   -0.175309927463531423E+01   -0.635050151944160479E+01    0.140877400274425527E+05   -0.482515351937698345E+01    1
