    0.823651581642230894E+03   -0.826816390955317893E+00   -0.234642025811141064E+01   -0.299865403260818031E+01   -0.547710356197594450E+00    0.286590164691567297E+05
    0.859283530799888126E+03   -0.106460235821593674E+01   -0.218811353419650345E+01   -0.631551757824283033E+01   -0.421380988106311527E+00    0.286591487715520052E+05
    0.836057174256619419E+03   -0.878937234544613588E+00   -0.330562198093563175E+01   -0.182641195492689246E+01   -0.518232636425798532E+00    0.286612159822062604E+05
    0.873987780440340430E+03   -0.104509229117217561E+01   -0.195392847626946775E+01   -0.463271912411190367E+01   -0.405612632705502740E+00    0.286614726398742496E+05
    0.855291885909438292E+03   -0.895334873618165439E+00   -0.167286261332740871E+01   -0.368829047856904424E+01   -0.482958920107565248E+00    0.286616533263248275E+05
    0.885638399715471678E+03   -0.125542182386380219E+01   -0.669036423654066237E+01   -0.144720326277837419E+01   -0.395633270374219137E+00    0.286618899941534401E+05
    0.811249386348511393E+03   -0.869196303708591245E+00   -0.190450081594015330E+01   -0.191054940859049793E+01   -0.557166270189266122E+00    0.286620466536906315E+05
    0.869680523082278228E+03   -0.857052385289293284E+00   -0.249421050730292659E+01   -0.378743332474283978E+01   -0.451314099911583000E+00    0.286622012159338556E+05
    0.896781473422748149E+03   -0.137327397718797872E+01   -0.730501302695764476E+01   -0.124214654445212691E+01   -0.385834787354872866E+00    0.286624133786251514E+05
    0.874832703652591135E+03   -0.763873041047569146E+00   -0.172339000808399501E+01   -0.488078491273612514E+01   -0.509209014221181810E+00    0.286629915398654739E+05
    0.856154998590527271E+03   -0.735907373141294840E+00   -0.334893656820002050E+01   -0.209558010684947238E+01   -0.539993111904855105E+00    0.286631876678773006E+05
    0.866692254379854830E+03   -0.765016940198233186E+00   -0.167506855912875707E+01   -0.471119168940312960E+01   -0.526224546198823084E+00    0.286633833222236353E+05
    0.911033927837850342E+03   -0.883549285469346302E+00   -0.378451257820399345E+01   -0.277126452921298672E+01   -0.413220385072485819E+00    0.286637646669181267E+05
    0.836572225575561220E+03   -0.784740946697070285E+00   -0.244196526270087411E+01   -0.237142062982758794E+01   -0.539927632445118100E+00    0.286637671331982201E+05
    0.975744116908464548E+03   -0.127049938671812512E+01   -0.453631856960247681E+01   -0.249751244551095297E+01   -0.294304493039900805E+00    0.286641260145040505E+05
    0.888581846324143953E+03   -0.729303061276719511E+00   -0.253626840573408519E+01   -0.425715716267564126E+01   -0.488330717193499630E+00    0.286641427320604562E+05
    0.897966477853752394E+03   -0.848572874014745793E+00   -0.306796728706956134E+01   -0.280188643286226746E+01   -0.425537544865512096E+00    0.286641495705790221E+05
    0.833397835843799839E+03   -0.778062104626604523E+00   -0.200704066514342294E+01   -0.226298255424163486E+01   -0.561075510875316041E+00    0.286644417847006698E+05
    0.867779819741288179E+03   -0.817896837089539197E+00   -0.174327902230456910E+01   -0.325713697337138264E+01   -0.503188912812632339E+00    0.286645859307256069E+05
    0.886618156983516428E+03   -0.783425232628871093E+00   -0.299848717854086910E+01   -0.615484647084187042E+01   -0.473490742940242626E+00    0.286646728433423923E+05
    0.893895064731529146E+03   -0.799429920455543730E+00   -0.329443837791454186E+01   -0.303785379881355588E+01   -0.459614820511212052E+00    0.286647016356838249E+05
    0.974857847534278903E+03   -0.129554215903368775E+01   -0.490713322069076341E+01   -0.209544811705709044E+01   -0.290868583778824963E+00    0.286648987158203454E+05
    0.899618239192895771E+03   -0.846972301048809051E+00   -0.336882129137311992E+01   -0.300563078053467070E+01   -0.431180811056316671E+00    0.286649043891773472E+05
    0.968737640766425670E+03   -0.133302133743535567E+01   -0.488596947483233279E+01   -0.206071496610704052E+01   -0.293711604145663330E+00    0.286649096646001999E+05
    0.870439335306425278E+03   -0.753687213379176768E+00   -0.177373661483944378E+01   -0.361180788903628791E+01   -0.523076186388077957E+00    0.286649663955257165E+05
    0.897808366036921370E+03   -0.791779033700930945E+00   -0.287414635972380950E+01   -0.432631846945544751E+01   -0.448839053568111268E+00    0.286650203907159230E+05
    0.863650176563467198E+03   -0.807688116623461738E+00   -0.235582582736608703E+01   -0.315117256249666511E+01   -0.490904988702721035E+00    0.286650683415125313E+05
    0.873893405126475272E+03   -0.725472418083343840E+00   -0.169316214477960880E+01   -0.407239250709971401E+01   -0.550855291028563343E+00    0.286650696373206847E+05
    0.901114773823116025E+03   -0.929455369851015512E+00   -0.320238274863736372E+01   -0.216236004026931194E+01   -0.415878989561301537E+00    0.286651037864735044E+05
    0.911627527100184238E+03   -0.920556377087821787E+00   -0.278685199089970936E+01   -0.517300524623777491E+01   -0.391151867895290550E+00    0.286651514044245632E+05
    0.978422792052609111E+03   -0.130887590024083256E+01   -0.493720839983446247E+01   -0.216477706730836772E+01   -0.287824098478557389E+00    0.286651532374972194E+05
    0.891947667996861810E+03   -0.829880731415595818E+00   -0.293301136486185055E+01   -0.484162835385353763E+01   -0.444540369816113667E+00    0.286651545864297368E+05
    0.905283840717522367E+03   -0.697640640610559082E+00   -0.173020020110691863E+01   -0.351967053632700200E+01   -0.510765967998253245E+00    0.286651697745991441E+05
    0.871685157408726354E+03   -0.861118174613088705E+00   -0.269971418848637601E+01   -0.249067763508353401E+01   -0.455197958241729594E+00    0.286653182963364561E+05
    0.866648614630488055E+03   -0.927765681332623160E+00   -0.258993341723977455E+01   -0.229281926522293933E+01   -0.443215664875386217E+00    0.286654236262225386E+05
    0.887038955683193535E+03   -0.839214417936378965E+00   -0.189532185771877337E+01   -0.391489978423121343E+01   -0.466189970035958190E+00    0.286654309304969138E+05
    0.905917996614155527E+03   -0.718516989462019140E+00   -0.376710112540992892E+01   -0.284037136766450526E+01   -0.486198680488238111E+00    0.286654342446312221E+05
    0.904620700326354836E+03   -0.705599175378058163E+00   -0.268113717806657448E+01   -0.394538732582865137E+01   -0.483977791982174388E+00    0.286654851587181984E+05
    0.918959796085340031E+03   -0.726331564354588899E+00   -0.288424214574795990E+01   -0.287071078889631170E+01   -0.456627145017937330E+00    0.286654861418169530E+05
    0.903182250933056935E+03   -0.895346795230891779E+00   -0.230988724516374155E+01   -0.226495584960282326E+01   -0.410265991750294212E+00    0.286656232340556635E+05
    0.941972509667984809E+03   -0.115848506080229274E+01   -0.604948497187117606E+01   -0.186094831009342432E+01   -0.335503260530153113E+00    0.286656437799173873E+05
    0.904293125941788276E+03   -0.743294419262641171E+00   -0.200387016042898836E+01   -0.363571150759166706E+01   -0.494889353868128268E+00    0.286656446463391585E+05
    0.870303798035409955E+03   -0.681367134860042967E+00   -0.265387264411543544E+01   -0.278502843813384349E+01   -0.558176632395763761E+00    0.286656530433326334E+05
    0.894642159320841870E+03   -0.724160564336588486E+00   -0.350223937770361538E+01   -0.257086639721889565E+01   -0.496607555373237197E+00    0.286656619695630725E+05
    0.898705517446054273E+03   -0.821516560534782059E+00   -0.297909557822147075E+01   -0.568787949450230634E+01   -0.441646387214351677E+00    0.286656755773898331E+05
    0.922347626104516621E+03   -0.726341490273180845E+00   -0.419300114525923107E+01   -0.229709019613649712E+01   -0.461209162160609587E+00    0.286656861238790007E+05
    0.881461281593893659E+03   -0.839125253042408481E+00   -0.214319719128294484E+01   -0.441979788631603920E+01   -0.455817585940474501E+00    0.286657050133546727E+05
    0.851465264927628141E+03   -0.896356976512400649E+00   -0.311898866987019829E+01   -0.164559019419913710E+01   -0.493035485674242935E+00    0.286657894045462890E+05
    0.907281321997547366E+03   -0.824983676095573770E+00   -0.347286508694493357E+01   -0.274883935301380600E+01   -0.434598441748811126E+00    0.286657998454555272E+05
    0.893194092478133598E+03   -0.757290572238850324E+00   -0.274035794312305914E+01   -0.287735013413142138E+01   -0.486645886861712285E+00    0.286658254381162988E+05
    0.903643987558946037E+03   -0.894814918219496214E+00   -0.243086143836925039E+01   -0.485440204323128199E+01   -0.408189593665341910E+00    0.286658474418911137E+05
    0.909457412389120918E+03   -0.864521431803586538E+00   -0.255939398528766038E+01   -0.334204979789272283E+01   -0.423895005662676461E+00    0.286658738661349344E+05
    0.911495817193873791E+03   -0.763060009736840961E+00   -0.358640202383597284E+01   -0.271625072554024616E+01   -0.452000280135248289E+00    0.286659210424461817E+05
    0.893042138907520666E+03   -0.908751346688296380E+00   -0.225641977799266513E+01   -0.340504761228905206E+01   -0.423638572523898915E+00    0.286659473015646472E+05
    0.916965423268849804E+03   -0.735728808411475477E+00   -0.386500482618693209E+01   -0.296807864565718127E+01   -0.464529613192334878E+00    0.286659647842992199E+05
    0.838888777464066266E+03   -0.801856123649675290E+00   -0.232783387359794780E+01   -0.168082186123826638E+01   -0.548228722499837673E+00    0.286659682124502360E+05
    0.907984357199754527E+03   -0.854097278644304403E+00   -0.298075381855245336E+01   -0.561042102896724337E+01   -0.418736770751295673E+00    0.286660160050547420E+05
    0.890812785386047949E+03   -0.865905496256591078E+00   -0.247802791884589890E+01   -0.151619855607068033E+01   -0.457718213924811934E+00    0.286661196884491037E+05
