    0.674049343172054338E+00    0.158641984083833574E-02    0.478200257369468806E+00   -0.265002107425669031E+01    0.409592151577141919E+03    0.143676814505226913E+01    0.154302440450982209E+00    0.230629887513158827E+00    0.996454497597817834E+01   -0.109569881362480537E+01    0.217401939510292763E+01   -0.333220014027641431E+01    0.388823625844360865E+00   -0.112324853725704710E+01   -0.250261869337827925E+01   -0.702806889018548198E+01   -0.841159471733380570E+00    0.288027080775933136E+05
    0.709993039518048930E+00    0.282983628553489162E-04    0.911666553689752135E+00   -0.206466766178483407E+01    0.425896286488475255E+03    0.181659583996168350E+01    0.162112084684694652E+00    0.214521223757722784E-01    0.982982026947917831E+01   -0.223974965381838276E+01    0.177425676486256623E+01   -0.298134472831209507E+01    0.598832464595284164E+00   -0.749784716526734840E+00   -0.238916709424370932E+01   -0.594212755677985527E+01   -0.845350603676273238E+00    0.288045528940416989E+05
    0.674670385385867988E+00    0.559486786166741397E-04    0.352593993010495099E+00   -0.246774980268350319E+01    0.453399154237509151E+03    0.141214839862469921E+01    0.151592920911887197E+00    0.491275023120985366E+00    0.102818727731448991E+02   -0.254311077675964814E+01    0.279341300310547380E+01   -0.113659213197224496E+01    0.244808889327959495E+00   -0.673761468095587901E+00   -0.149684821198003259E+01   -0.430149260970736336E+01   -0.986171420580202351E+00    0.288045661189617967E+05
    0.689059901756090887E+00    0.126154717079708822E+00    0.687452058138976696E+00   -0.181687036130498747E+01    0.414943032245308473E+03    0.114033469154389500E+01    0.158266643979444288E+00    0.464974099830807244E-01    0.110755641078847109E+02   -0.228261295943341080E+01    0.191282188150139887E+01   -0.458620473455548971E+01    0.468973155732123004E+00   -0.788586662057926269E+00   -0.241986439905220507E+01   -0.695663289246829564E+01   -0.979706918172366770E+00    0.288057799455294517E+05
    0.674150562069603554E+00    0.984284521852990925E-03    0.230539757717578286E+00   -0.102796650256155608E+01    0.454151912940501688E+03    0.182225407628754854E+01    0.175779669773841435E+00    0.921212817345430646E-01    0.799778993583558595E+01   -0.338806301203916949E+01    0.223266611440023377E+01   -0.193192152450427557E+01    0.361786326227740374E+00   -0.786053290810325045E+00   -0.133895068416473606E+01   -0.550165549666484477E+01   -0.110153428281806853E+01    0.288065128389122365E+05
    0.674197242679289266E+00    0.804490327887154531E-05    0.502881004854319524E+00   -0.130993568573624941E+01    0.446070680880460827E+03    0.189505972901246311E+01    0.149352164727774211E+00    0.170415393007395777E+00    0.902384718909978645E+01   -0.220493768906612875E+01    0.171173267657146688E+01   -0.241213585551501364E+01    0.570244742344453215E+00   -0.875378791355473140E+00   -0.174366803641798285E+01   -0.563550003209322270E+01   -0.808691334613351742E+00    0.288066216544621384E+05
    0.695990301552550372E+00    0.955856903731914896E-04    0.610430478454187408E+00   -0.144270277320620721E+01    0.463168760923055231E+03    0.169928347753900866E+01    0.139831091811895014E+00    0.930199809420492324E-01    0.924276736857021852E+01   -0.140607549493318906E+01    0.195634169568470062E+01   -0.176824675905530748E+01    0.286657230873057722E+00   -0.813551459628820695E+00   -0.170635902189586641E+01   -0.492432335505356811E+01   -0.627947585739123681E+00    0.288066486804992383E+05
    0.681268235016119661E+00    0.180861219103758486E-02    0.781850590840106108E+00   -0.308283295487635023E+01    0.432395523197575699E+03    0.148131821980326572E+01    0.145007960765836302E+00    0.684398793408253214E-01    0.838334476995128952E+01   -0.190507114487063145E+01    0.292739428683442338E+01   -0.236359197222115291E+01    0.266904286060149432E+00   -0.757579869242761106E+00   -0.215213073068269534E+01   -0.651443103732416517E+01   -0.903832174302678482E+00    0.288068989964340071E+05
    0.677879351492003734E+00    0.276632794268745301E-03    0.991520620740748537E+00   -0.289629399838119816E+01    0.451628423348468232E+03    0.140225304472058787E+01    0.155173696445586484E+00    0.550791440135793633E-01    0.114339918495852153E+02   -0.162354721924197776E+01    0.258381258949879999E+01   -0.131058247699381969E+01    0.424875555357210555E+00   -0.815395398731986631E+00   -0.211952664231456733E+01   -0.647528835284710347E+01   -0.972958182892069701E+00    0.288069117358283656E+05
    0.691670343114117570E+00    0.787176532183500172E-01    0.788440797343139099E+00   -0.269531854922633451E+01    0.396268444975706245E+03    0.153234696913934720E+01    0.151955685601803003E+00    0.230842647306126088E-01    0.104406308516733475E+02   -0.222205020660540242E+01    0.234332759415971204E+01   -0.488544258753569416E+01    0.584697536922777594E+00   -0.796876710719397252E+00   -0.317975588108071516E+01   -0.753067333631129365E+01   -0.101865948052935806E+01    0.288069516590239873E+05
    0.684234416386181210E+00    0.309736191250122961E-03    0.772020583590252052E+00   -0.176069730309254258E+01    0.495962564115406678E+03    0.190783714425329776E+01    0.144947360502106687E+00    0.340894913974895894E-01    0.101987979112466576E+02   -0.183341958762379154E+01    0.205312979534991946E+01   -0.989069171393414770E+00    0.412617977490892962E+00   -0.725374378095830608E+00   -0.159002877194085634E+01   -0.390084103392741000E+01   -0.721292401060996013E+00    0.288069816875636170E+05
    0.666542851167042372E+00    0.165320159306558707E-02    0.224715245687315601E+00   -0.196189102541996174E+01    0.466878354586620048E+03    0.167248398713756941E+01    0.167335885419546193E+00    0.699042829796707368E-02    0.762327795155030952E+01   -0.257411119530717558E+01    0.237930500890058605E+01   -0.263627617426792060E+01    0.457996315823748501E+00   -0.669850595211160638E+00   -0.174843118356301996E+01   -0.263698850306638111E+01   -0.112946855666024781E+01    0.288071074442856989E+05
