    0.773459672927856445E+01   -0.191002905368804932E+01    0.336274683475494385E+00   -0.741166264414787257E+01   -0.708251559734344482E+01   -0.445990334153175283E+01    0.140464278379265797E+05   -0.529831319988485294E+01    1
    0.151634216308593750E+02   -0.132463473081588745E+01    0.762562751770019531E-01   -0.151574869751930219E+01   -0.448379703760147130E+01   -0.117221919298171962E+01    0.143115984585550596E+05   -0.530331319988484751E+01    1
    0.215624570846557617E+02   -0.557750201225280762E+01    0.222758054733276367E-01   -0.320523591041564959E+01   -0.562082958221435547E+01   -0.407635591030120814E+01    0.143849213070747810E+05   -0.530831319988485095E+01    1
    0.404139757156372070E+02   -0.148418068885803223E+01    0.639520287513732910E-01   -0.537479321360588003E+01   -0.503561319708824140E+01   -0.590062027573585546E+01    0.146093296026839089E+05   -0.531331319988484285E+01    1
    0.373247861862182617E+02    0.550501644611358643E+00    0.793456435203552246E-01   -0.424986408352851797E+01   -0.220918761491775495E+01   -0.573887130618095398E+01    0.146125818155902380E+05   -0.531831319988483830E+01    1
    0.322696566581726074E+02   -0.823487043380737305E-01    0.634129285812377930E+00   -0.892628151178359808E+00   -0.175878511071205068E+01   -0.148920584917068410E+01    0.147440046859557042E+05   -0.532331319988484530E+01    1
    0.411174297332763672E+02   -0.481470584869384766E+01    0.198842227458953857E+00   -0.685745584368705785E+01   -0.513831658363342214E+01   -0.634190048575401288E+01    0.147988878741410645E+05   -0.532831319988484609E+01    1
    0.270026922225952148E+02   -0.538515615463256836E+01    0.508988142013549805E+00   -0.647714804410934430E+01   -0.769052382707595861E+01   -0.827252101898192649E+00    0.148079194407713712E+05   -0.533331319988484154E+01    1
    0.278308391571044922E+02   -0.397972345352172852E+01    0.976865053176879883E+00   -0.766507576704025251E+01   -0.366399365067481941E+01   -0.753351771831511918E+00    0.148376827280105299E+05   -0.533831319988483788E+01    1
    0.545734167098999023E+02   -0.262438619136810303E+01    0.276635169982910156E+00   -0.711829751729965210E+01   -0.218608169555664045E+01   -0.349452108144760132E+00    0.149098717825616077E+05   -0.534331319988483511E+01    1
    0.463332533836364746E+02   -0.161594229936599731E+01    0.255586743354797363E+00   -0.241061595082283020E+01   -0.537406194210052490E+01   -0.429282922744750906E+01    0.149993038899795538E+05   -0.534831319988484299E+01    1
