    0.135156101087440135E+03    0.318878063849114653E+03    0.336907706635396487E+01   -0.560030211209447959E+00   -0.341953305538008356E+01    0.513716239315161527E+00   -0.303144044052689665E+01   -0.714658592002159487E+01   -0.309243952476467054E+01   -0.532706685264920665E+01    0.288203840562798068E+05
    0.210164638037623604E+03    0.248827152820869770E+03    0.346316475411683378E+01   -0.109127200764668841E+01   -0.113588990017497515E+01    0.746260148467108086E+00   -0.305486278234373820E+01   -0.544099793541307086E+01   -0.571896209492829577E+01   -0.486231864490301913E+01    0.288237561554156127E+05
    0.143759163411809567E+03    0.469979677257960375E+02    0.447719490919913454E+01   -0.474085571085002933E+00   -0.425548764608952457E+01    0.424362827070470572E+00   -0.129016429777753672E+01   -0.200267605741571852E+01   -0.252194588041546375E+01   -0.538310312148308068E+01    0.288248908819593998E+05
    0.243271773817923190E+03    0.150952107767494965E+03    0.250575494826981782E+01   -0.138577133327094093E+01   -0.131337364633661480E+01    0.680887212452148782E+00   -0.240844329669066948E+01   -0.427446429171098075E+01   -0.265249434024752517E+01   -0.527626759126781408E+01    0.288255650902559719E+05
    0.214743113891695430E+03    0.198040600413994099E+03    0.272999110633377917E+01   -0.136516694623435053E+01   -0.346878410683274652E+01    0.706213097766123621E+00   -0.144125821103505913E+01   -0.405624502084543526E+01   -0.286586580201744034E+01   -0.573465554321374071E+01    0.288256942846457387E+05
    0.139703745319272940E+03    0.293543218964059690E+03    0.228951752778908002E+01   -0.937044595405160052E+00   -0.495069872112863685E+01    0.623292789708301709E+00   -0.176944553685647232E+01   -0.169403511744720170E+01   -0.321969555497777904E+01   -0.604833210632409290E+01    0.288257519026413793E+05
    0.229452447009220748E+03    0.141586955641333617E+03    0.200631096655337515E+01   -0.137725504116365416E+01   -0.369461193945502497E+01    0.562892924798621741E+00   -0.123044698947328168E+01   -0.279586456702474262E+01   -0.345933400579785388E+01   -0.507045889105213110E+01    0.288261036241617912E+05
    0.320755004822259593E+03    0.136032603723713919E+03    0.885562577160727837E+00   -0.195226182112932500E+01   -0.323003721101030550E+01    0.522976585414541284E+00   -0.960729423994363785E+00   -0.160536966523934232E+01   -0.752314654254559034E+01   -0.471902468288252575E+01    0.288261697758850896E+05
    0.222066704614167719E+03    0.201712642128621525E+03    0.492753556891608824E+01   -0.140475903865131713E+01   -0.296666305005103981E+01    0.679017571123553987E+00   -0.159391748691552504E+01   -0.323991644602641848E+01   -0.542288128484940302E+01   -0.447443307360464537E+01    0.288264700026964456E+05
    0.328147448017104182E+03    0.101714324736594207E+03    0.349002167104941208E+01   -0.238998930189483882E+01   -0.439909794666261611E+01    0.715678514639092600E+00   -0.135128435256755353E+01   -0.308755475135441859E+01   -0.295732770446940219E+01   -0.600282137456025566E+01    0.288265152289594407E+05
    0.111139547378942979E+03    0.186334784420806926E+03    0.325236811236188039E+01   -0.596352709612433252E-01   -0.317034231941792433E+01    0.342316009727304360E+00   -0.194755855905012076E+01   -0.213142760912949214E+01   -0.440220462123696343E+01   -0.579311776654209964E+01    0.288268067629826910E+05
    0.258717720896992773E+03    0.197291935078284723E+03    0.540864398110209876E+01   -0.204993022846105966E+01   -0.526974579195145676E+01    0.614001397876358990E+00   -0.207955738868989037E+01   -0.355696292476648868E+01   -0.318947053152489346E+01   -0.499438465101963658E+01    0.288268070875548365E+05
    0.351711888602292106E+03    0.241144866371645207E+03    0.355161448746468800E+01   -0.261348171917275396E+01   -0.342340323756808340E+01    0.787548683301926733E+00   -0.177332250381189649E+01   -0.315953609051281248E+01   -0.763912546550202620E+01   -0.405320718104256983E+01    0.288269389396761399E+05
