    0.138508375326001638E-03    0.872673059924996664E+00    0.599738568067550659E+00   -0.443972289562225342E+01    0.410270303487777710E+03    0.304221633672714264E+00    0.176879026770591730E+01   -0.441894870996475220E+01    0.518292784690856934E-01   -0.556179690361022772E+00   -0.363576996326446356E+00   -0.530450516939162675E+00   -0.369310089349746651E+01   -0.999999999999999967E+99   -0.460515351937698814E+01    1
    0.204455468533105067E-02    0.154199911875846112E-04   -0.832889616489410400E+00   -0.255273056030273438E+01    0.189901202917098999E+03    0.329289088249206552E+00    0.146745276451110823E+00   -0.221493589878082275E+01    0.577980041503906250E+00   -0.524157466292381269E+01   -0.473862891197204572E+01   -0.137538883090019226E+01   -0.311084114313125593E+01   -0.999999999999999967E+99   -0.461515351937698259E+01    1
    0.145919082768318156E-03    0.558126741056977002E-01   -0.781982541084289551E-01   -0.431070327758789062E+01    0.389628916978836060E+03    0.154080054759979240E+00    0.191338434696197512E+01   -0.573588639497756958E+01    0.777217984199523926E+00   -0.761803706884384191E+01   -0.390035256147384590E+01   -0.507804173231124700E+00   -0.114381214380264229E+01   -0.999999999999999967E+99   -0.462515351937698149E+01    1
    0.717855283970610905E-03    0.763802476094853418E-05    0.507483690977096558E+00   -0.469725751876831055E+01    0.269862622022628784E+03    0.181835246086120589E+00    0.112611044645309452E+00   -0.367455375194549561E+01    0.325114667415618896E+00   -0.416939737796783483E+01   -0.728341042995452881E+01   -0.755026802420616150E+01   -0.487027238011360097E+01   -0.999999999999999967E+99   -0.463515351937698661E+01    1
    0.221944107855575924E-01    0.265187827837590151E+00   -0.374039947986602783E+00   -0.402694308757781982E+01    0.912204384803771973E+01    0.461652339696884184E+00    0.738324649333953920E+00   -0.142985159158706665E+01    0.578426003456115723E+00   -0.537381237745285034E+01   -0.156838611960411001E+01   -0.183837834000587463E+01   -0.558352786302566351E+00   -0.999999999999999967E+99   -0.464515351937698728E+01    1
    0.186346248457608839E-01    0.111522946425612500E-02    0.181235283613204956E+00   -0.426536035537719727E+01    0.101214647293090820E+01    0.669734789133071939E+00    0.156429266571998604E+01   -0.221158176660537720E+01    0.667637348175048828E+00   -0.119254148006438854E+00   -0.692692993283271807E+01   -0.506005499362945521E+01   -0.185620450973510209E+00   -0.999999999999999967E+99   -0.465515351937698174E+01    1
    0.105268042682655108E-03    0.205795179095910052E-01    0.218550175428390503E+00   -0.735583662986755371E+00    0.360643267631530762E+02    0.833408803939819309E+00    0.148465259075164779E+00   -0.545025193691253662E+01    0.627792418003082275E+00   -0.723212772011756932E+01   -0.380860553383827227E+01   -0.397415306568145699E+01   -0.653272797465324384E+01   -0.999999999999999967E+99   -0.466515351937698153E+01    1
    0.470573610184892716E-02    0.838706659099279362E-05   -0.775152087211608887E+00   -0.104928159713745117E+01    0.252307206392288208E+03    0.119097595214843754E+00    0.132823259830474855E+00   -0.265764588117599487E+01    0.772301971912384033E+00   -0.239239537715911865E+01   -0.956772387027740479E+00   -0.793121009469032323E+01   -0.476444613933563232E+01   -0.999999999999999967E+99   -0.467515351937698398E+01    1
    0.148601372116885370E-03    0.527390093259269302E-04   -0.773936599493026733E+00   -0.167175829410552979E+01    0.656978785991668701E+02    0.345068421363830591E+00    0.173585438251495372E+01   -0.133311122655868530E+01    0.588896334171295166E+00   -0.631026934385299665E+01   -0.412126294970512319E+01   -0.634672367572784424E+01   -0.715020694732666051E+01   -0.999999999999999967E+99   -0.468515351937698377E+01    1
    0.136130960624393643E+00    0.537677862341909664E-05    0.783378392457962036E+00   -0.208187019824981689E+01    0.498153209686279297E+03    0.132628862857818608E+00    0.199109978675842264E+00   -0.174249601364135742E+01    0.241918563842773438E+00   -0.174599515795707649E+01   -0.320895960330963081E+01   -0.225786072611808741E+01   -0.374294272065162659E+01   -0.999999999999999967E+99   -0.469515351937698444E+01    1
