    0.551309727101340059E+03   -0.442051336814914819E+01    0.962908459505892322E+00   -0.152470925952127700E+01   -0.259626328141661311E+01   -0.636539722326199087E+01    0.288219782567420953E+05
    0.563550905031349885E+03   -0.448622335779288584E+01    0.931968617338704286E+00   -0.147478968056477999E+01   -0.469907183436965870E+01   -0.541134935882189971E+01    0.288221784364862360E+05
    0.558107441519234158E+03   -0.479643080994817161E+01    0.847449306564353244E+00   -0.363044817698858235E+01   -0.222786154535004144E+01   -0.679062431808616829E+01    0.288223717185800269E+05
    0.483014814621017877E+03   -0.568400256814330529E+01    0.878711221713415980E+00   -0.254947662983890400E+01   -0.472388657820566848E+01   -0.548604177769590695E+01    0.288225988712149920E+05
    0.639701418346566356E+03   -0.431034080135783526E+01    0.749521233242081641E+00   -0.426516022792552363E+01   -0.412799352549950704E+01   -0.649176366792507409E+01    0.288226824868130643E+05
    0.551385163756191787E+03   -0.547969584663838472E+01    0.699129182526058157E+00   -0.302891008717216970E+01   -0.493599748847762854E+01   -0.456886701743967905E+01    0.288227733618423081E+05
    0.569412384347885563E+03   -0.584677506168722605E+01    0.780084183302559908E+00   -0.747090003470410657E+00   -0.320955329962160363E+01   -0.391847839433948320E+01    0.288234810694662374E+05
    0.510621315811614750E+03   -0.513853160322478697E+01    0.901002294925647762E+00   -0.237145657621630335E+01   -0.368048538377096879E+01   -0.680073349479301115E+01    0.288237512433435259E+05
    0.668070920450451126E+03   -0.365097005637580452E+01    0.809149307762913494E+00   -0.382907874948338289E+01   -0.504195498531454689E+01   -0.522469756450001910E+01    0.288241677327814432E+05
    0.583758604506738266E+03   -0.521791966368298965E+01    0.680655681387287048E+00   -0.392591239998224140E+01   -0.541073403254001395E+01   -0.792144384778097965E+01    0.288241975499548498E+05
    0.495063144429293857E+03   -0.597613588063467116E+01    0.738209798200476164E+00   -0.233805300097715385E+01   -0.239734293322757441E+01   -0.665076720854629411E+01    0.288243477327616783E+05
    0.507430715786169742E+03   -0.587257020203145164E+01    0.732096397068579208E+00   -0.144315989832716429E+01   -0.463848480786514372E+01   -0.760971487270881042E+01    0.288243663441567478E+05
    0.513162420262369096E+03   -0.558324565298241282E+01    0.801443089199237457E+00   -0.154993060003885041E+01   -0.701256683296421635E+01   -0.389424511689892050E+01    0.288244730434264784E+05
    0.513966295623481642E+03   -0.557757858636791326E+01    0.776120630364719788E+00   -0.173748901472709694E+01   -0.786634756690474024E+01   -0.420215959987010912E+01    0.288245526938881521E+05
    0.556445634896808542E+03   -0.537212110102272344E+01    0.708263635343504561E+00   -0.362419793358565112E+01   -0.441503141993259263E+01   -0.522129413992202807E+01    0.288247270643563570E+05
    0.579281779596718025E+03   -0.451985742395214540E+01    0.810044040655360398E+00   -0.275701652726051716E+01   -0.573930651957278393E+01   -0.576774332702108872E+01    0.288248564765925912E+05
    0.618858535701402730E+03   -0.398184677124026321E+01    0.826297566525214577E+00   -0.291463741089270378E+01   -0.398019339424654550E+01   -0.592796480115428981E+01    0.288249290011264093E+05
    0.523660956600231998E+03   -0.543774041594626745E+01    0.796812176374662950E+00   -0.232894762282558343E+01   -0.645850633014946052E+01   -0.570408286814184518E+01    0.288249640299605162E+05
    0.544135582970138444E+03   -0.558931535339498886E+01    0.741921787110576769E+00   -0.418786906886783061E+01   -0.442865529490655696E+01   -0.645694038450693597E+01    0.288250107356865556E+05
    0.494349811814105522E+03   -0.569593620220342256E+01    0.823883687366055328E+00   -0.269270096536031822E+01   -0.471854874297980675E+01   -0.745466352369704399E+01    0.288250132053675989E+05
    0.516195277756662676E+03   -0.506895960644987831E+01    0.884724391963513712E+00   -0.210309947512017903E+01   -0.369972957233187660E+01   -0.620535554479375762E+01    0.288250199691951784E+05
    0.564836896793471738E+03   -0.503535287247936036E+01    0.783057408072431405E+00   -0.403034372105090632E+01   -0.533011785309849451E+01   -0.765995166086204016E+01    0.288251220486077800E+05
    0.522509667373766661E+03   -0.516002510234218548E+01    0.877932940331861866E+00   -0.198940473085742298E+01   -0.290159044039245373E+01   -0.776882802911338288E+01    0.288253680793737876E+05
    0.561548407162624926E+03   -0.436489391203953581E+01    0.927657066506663130E+00   -0.200634613408145679E+01   -0.350598731203332559E+01   -0.407402250380207054E+01    0.288254301449072664E+05
    0.529107377726343657E+03   -0.541088827972537612E+01    0.765041999340500989E+00   -0.149077506672014160E+01   -0.389122331144947786E+01   -0.409453221426969360E+01    0.288254706396552465E+05
    0.598444901005083238E+03   -0.418289928373825681E+01    0.874386461380610491E+00   -0.305411125637150160E+01   -0.610724875283660396E+01   -0.679645928498256602E+01    0.288255068458011810E+05
    0.572226001461550254E+03   -0.483950278751459173E+01    0.748585966962679317E+00   -0.275541130242732013E+01   -0.489168747897835310E+01   -0.573001538099367558E+01    0.288256030367668791E+05
    0.498074217771407689E+03   -0.586079260019837811E+01    0.820541613328434893E+00   -0.314860339082304375E+01   -0.361725330401678757E+01   -0.577142970427812507E+01    0.288256049427073158E+05
    0.515376446716256282E+03   -0.549178620517368277E+01    0.812335032455837158E+00   -0.153864278225101714E+01   -0.600923700411144157E+01   -0.614149828246007967E+01    0.288256542288854143E+05
