    0.588493567471218853E+03   -0.438048197150788887E+01    0.859068135384912335E+00   -0.515464051601273532E+01   -0.215467973595592444E+01   -0.748205119748958491E+01    0.288019546635019578E+05
    0.683004051143645029E+03   -0.362503455467949109E+01    0.825868042341289632E+00   -0.702979591475541454E+01   -0.708371939098672776E+01   -0.610621252246796509E+01    0.288021992147455239E+05
    0.596870292527439119E+03   -0.396142270738314739E+01    0.945701832899625616E+00   -0.366554611621990212E+01   -0.646772479044505122E+01   -0.673221338520831747E+01    0.288022374209537775E+05
    0.554009675919880578E+03   -0.537813577246421648E+01    0.778277429306085122E+00   -0.781693114166967362E+01   -0.673127677874036578E+01   -0.696564974647628343E+01    0.288023451781993099E+05
    0.499807268400396367E+03   -0.497571857390706729E+01    0.989544138955772534E+00   -0.449207189157300846E+01   -0.524755375483827713E+01   -0.663733529023715985E+01    0.288025517705316634E+05
    0.608266130371632698E+03   -0.386009406626865559E+01    0.931758801902246692E+00   -0.597828173861519740E+01   -0.382332460915765981E+01   -0.430913426391549148E+01    0.288025948360405382E+05
    0.613740067421813023E+03   -0.389874026586776434E+01    0.919137537245553582E+00   -0.488660285215045498E+01   -0.597267559222234290E+01   -0.503609738732786916E+01    0.288026076683579122E+05
    0.746328255391833977E+03   -0.309930354599383984E+01    0.843205328860766712E+00   -0.799054385576634019E+01   -0.777195402462942742E+01   -0.558470555662956158E+01    0.288026621214426705E+05
    0.606087673937571822E+03   -0.414709802973608532E+01    0.883886493521185868E+00   -0.539046095708958184E+01   -0.181271838814190378E+01   -0.776017765860658493E+01    0.288028000190554558E+05
    0.586938869334618062E+03   -0.414584327803218855E+01    0.918422122421872489E+00   -0.525631989694246027E+01   -0.441732533140758399E+01   -0.410824561385130149E+01    0.288028094510276496E+05
    0.517521617380796670E+03   -0.513021398423563291E+01    0.896067604558883901E+00   -0.203644881535953814E+01   -0.236076319991433081E+01   -0.681003059914770503E+01    0.288028169858753208E+05
    0.635649552999256116E+03   -0.386802797853320879E+01    0.864687491855734236E+00   -0.587460913658898409E+01   -0.259846102967097003E+01   -0.728775161533183979E+01    0.288031558850468718E+05
    0.659301732987824153E+03   -0.405079509153732342E+01    0.777597282970000858E+00   -0.517966452558836998E+01   -0.536503025983737825E+01   -0.696082693821021881E+01    0.288032282627971617E+05
    0.712218554959129960E+03   -0.301356365604053744E+01    0.953406235501771615E+00   -0.710905802748731119E+01   -0.283222391353740477E+01   -0.590104366249485146E+01    0.288032870255967100E+05
    0.532554500996315255E+03   -0.530050447341126496E+01    0.829533144900881481E+00   -0.537754156717801024E+01   -0.199559000874866133E+01   -0.660207661022378467E+01    0.288033631157519631E+05
    0.469773806431799471E+03   -0.578520476262492789E+01    0.916839414669003205E+00   -0.515538510125095684E+01   -0.761283996966112753E+01   -0.230650585116342732E+01    0.288035049526002695E+05
    0.562473310826467582E+03   -0.452906484632795081E+01    0.899806990895767322E+00   -0.610605941434298050E+01   -0.752765975674767773E+01   -0.675023957406982156E+01    0.288035648378831829E+05
    0.503849923683511975E+03   -0.509989303157938423E+01    0.945478270606715854E+00   -0.559708734959326648E+01   -0.601357806496724390E+01   -0.334167983093363485E+01    0.288035708593603777E+05
    0.593044185542183754E+03   -0.466216413041121136E+01    0.812457975277076638E+00   -0.709445850116567733E+01   -0.586365096266390218E+01   -0.728516903504702906E+01    0.288036016443792323E+05
