    0.581584274768829346E+03    0.185703849792480469E+03    0.727763704218127194E+00    0.471102237701416016E+00    0.163635623925331916E-01    0.117099924087524414E+02   -0.485876154899597168E+01    0.270837455391883841E+01   -0.519189238548278809E+00    0.136749982833862305E+00   -0.628857887983322161E+01   -0.196431902050971985E+01   -0.368452481627464312E+01   -0.891868231220176071E+07   -0.460515351937698814E+01    1
    0.490466558933258057E+03    0.125523197650909424E+03    0.315680914355836312E-01    0.682129383087158203E+00    0.532905762995333418E-01    0.890303516387939453E+01   -0.293910670280456543E+01    0.153121200799942025E+01   -0.398331701755523682E+01    0.235100090503692627E+00   -0.239558179974555951E+01   -0.316229054331779480E+01   -0.170837211012840218E+01   -0.704644207279984094E+07   -0.461515351937698259E+01    1
    0.511559057235717773E+03    0.836941123008728027E+02    0.108269502735684764E+01    0.760108470916748047E+00    0.999338287519342672E-01    0.577815341949462891E+01   -0.544718706607818604E+01    0.156340827047824860E+01   -0.437106519937515259E+01    0.971531689167022705E+00   -0.216975451707839984E+01   -0.573138672113418579E+01   -0.700127477049827540E+01   -0.664858456383933872E+07   -0.462515351937698149E+01    1
    0.497567760944366455E+03    0.971287250518798828E+02    0.313200401736312273E+01    0.874289751052856445E+00    0.144106271858211016E-02    0.553918361663818359E+01   -0.488983511924743652E+00    0.274044180214405042E+01   -0.320027649402618408E+01    0.865291893482208252E+00   -0.392044628262519801E+01   -0.626525635719299334E+01   -0.631176221370696844E+00   -0.415443912036459288E+07   -0.463515351937698661E+01    1
    0.357490789890289307E+03    0.590614914894104004E+03    0.554662121794027990E-01    0.861472606658935547E+00    0.344973526664403953E-02    0.581133174896240234E+01   -0.200438582897186279E+01    0.216462271213531476E+01   -0.491286098957061768E+01    0.967389225959777832E+00   -0.777462099194526690E+01   -0.524154028892517054E+01   -0.246101011633872968E+01   -0.187352918319608457E+07   -0.464515351937698728E+01    1
    0.569372069835662842E+03    0.330437207221984863E+03    0.200423456346418671E+00    0.174175024032592773E+00    0.571469027836081500E-02    0.753235721588134766E+01   -0.468113279342651367E+01    0.270659101903438559E+01   -0.287517935037612915E+01    0.537651717662811279E+00   -0.622701222300529444E+01   -0.650455965995788610E+01   -0.474417207241058314E+01   -0.125890134674144117E+07   -0.465515351937698174E+01    1
    0.430009210109710693E+03    0.225363385677337646E+03    0.177179658710987023E-01    0.734545230865478516E+00    0.394453364371529502E+00    0.884912443161010742E+01   -0.581048333644866943E+01    0.290227495729923257E+01   -0.392201334238052368E+01    0.122444808483123779E+00   -0.746461433172225242E+00   -0.330898323059081978E+01   -0.217579586505889910E+01   -0.997333398408855079E+06   -0.466515351937698153E+01    1
    0.422746002674102783E+03    0.496876609325408936E+03    0.782001971705049748E+01    0.674226284027099609E+00    0.551142530660706620E+00    0.462242555618286133E+01   -0.491173267364501953E-01    0.227189573943614942E+01   -0.310065418481826782E+01    0.623567640781402588E+00   -0.438697443008422816E+01   -0.766821670532226385E+00   -0.468378496170043945E+01   -0.948910607492765994E+06   -0.467515351937698398E+01    1
    0.495413088798522949E+03    0.466752719879150391E+03    0.209687586500421352E-01   -0.144769906997680664E+00    0.424930838400664368E+00    0.103432407379150391E+02   -0.261550068855285645E+01    0.287135919034481057E+01   -0.467158108949661255E+01    0.885243296623229980E+00   -0.402847245931625331E+01   -0.345842630863189715E+01   -0.158707003593444806E+01   -0.680723657147615217E+06   -0.468515351937698377E+01    1
    0.355364084243774414E+03    0.868532538414001465E+02    0.484758216433782141E+00    0.778304338455200195E+00    0.141019811837559458E-02    0.113848605155944824E+02   -0.342503786087036133E+01    0.122898786664009108E+01   -0.860926210880279541E+00    0.137440204620361328E+00   -0.135166888833045906E+01   -0.973157012462615434E+00   -0.668518843054771406E+01   -0.491619001236890617E+06   -0.469515351937698444E+01    1
    0.557413101196289062E+03    0.149217009544372559E+02    0.654878239287755015E+00    0.550657987594604492E+00    0.143655766065115570E+00    0.439400148391723633E+01   -0.533547592163085938E+01    0.259195592701435107E+01   -0.173160463571548462E+01    0.950358629226684570E+00   -0.337419541478157026E+01   -0.688694543838500994E+01   -0.314541310071945190E+00   -0.438412184347860049E+06   -0.470515351937698423E+01    1
    0.386963832378387451E+03    0.807868123054504395E+02    0.455768217818537380E+00    0.550571680068969727E+00    0.102789008801734902E-01    0.489071607589721680E+01   -0.387141108512878418E+01    0.297855957448482522E+01   -0.131909847259521484E+01    0.992915511131286621E+00   -0.530061035752296483E+01   -0.798724395036697388E+01   -0.737326594591140783E+01   -0.422448959343026043E+06   -0.471515351937698135E+01    1
    0.426687562465667725E+03    0.193578028678894043E+03    0.818937023979349615E-01    0.180655479431152344E+00    0.125538534853341488E+00    0.922433233261108398E+01   -0.498547303676605225E+01    0.191612382531166081E+01   -0.177073359489440918E+01    0.601651847362518311E+00   -0.300135901570320129E+01   -0.294429064393043483E+01   -0.947419363260268987E+00   -0.339060732653831015E+06   -0.472515351937698025E+01    1
    0.365365791320800781E+03    0.659819483757019043E+02    0.193262792335431276E-01    0.372960090637207031E+00    0.166080329654262823E-01    0.530316495895385742E+01   -0.368297517299652100E+01    0.267149240076541883E+01   -0.388413697481155396E+01    0.942873477935791016E+00   -0.166092516183853078E+01   -0.617920552492141706E+01   -0.434898409843444789E+01   -0.210607849460778234E+06   -0.473515351937698448E+01    1
    0.504873418807983398E+03    0.179513669013977051E+03    0.377460658426469964E+01   -0.556968212127685547E+00    0.566098361863889357E-01    0.637674951553344727E+01   -0.351119399070739746E+00    0.234518780708312979E+01   -0.232462584972381592E+00    0.921091318130493164E+00   -0.176684463620185817E+01   -0.352858128547668404E+01   -0.156845439672470022E+01   -0.155062669675466954E+06   -0.474515351937698782E+01    1
