    0.618127964717212990E+03   -0.382830979664678894E+01    0.942678223090109402E+00   -0.370581074843373415E+01   -0.348325881842826401E+01    0.288206658415866987E+05
    0.656066589866813274E+03   -0.385897623874078066E+01    0.754552474244407079E+00   -0.342627508339343301E+01   -0.413772215859324444E+01    0.288213614666385693E+05
    0.526606184755383310E+03   -0.583218273990495994E+01    0.751045714015884491E+00   -0.459760410489516413E+01   -0.407948134267413209E+01    0.288215843731568384E+05
    0.589031443808356244E+03   -0.413034369239480359E+01    0.863007405382646087E+00   -0.234851160645675527E+01   -0.487421855526471326E+01    0.288235507774337202E+05
    0.554350736261227212E+03   -0.545105323762569238E+01    0.705137893150496020E+00   -0.377036514706014447E+01   -0.331414944514426768E+01    0.288242953025404968E+05
    0.498961278903890388E+03   -0.579297253188098704E+01    0.782731108435584910E+00   -0.289334478263525874E+01   -0.300337781080944755E+01    0.288243403737523440E+05
    0.630973728367513672E+03   -0.370951119351617287E+01    0.921803933239589424E+00   -0.341070480753468175E+01   -0.447924772193348275E+01    0.288247067603434516E+05
    0.507585094375823019E+03   -0.566738397478490619E+01    0.779653615596014538E+00   -0.299416424717616980E+01   -0.528202772943832599E+01    0.288247831103501048E+05
    0.518783004921643055E+03   -0.563039666634944957E+01    0.733505807962411382E+00   -0.212474308922825017E+01   -0.516633135781757602E+01    0.288247939934910391E+05
    0.528499771340215830E+03   -0.538578479542211319E+01    0.824281046916457427E+00   -0.199595079455889479E+01   -0.185051985741915459E+01    0.288248342738702668E+05
    0.521151376163508985E+03   -0.533994487349359837E+01    0.856771977398408602E+00   -0.138840158172381134E+01   -0.459059967437370453E+01    0.288248491757901429E+05
    0.669563838562084811E+03   -0.361406098351729543E+01    0.844852079405078227E+00   -0.416899327384741269E+01   -0.480128821343333279E+01    0.288251134332963811E+05
    0.536983103240860032E+03   -0.565327891377416858E+01    0.738543337761463414E+00   -0.413833749955503549E+01   -0.387010624056485941E+01    0.288251220847909135E+05
    0.491052461523666580E+03   -0.571839696605336822E+01    0.851210514251166672E+00   -0.222661111902552733E+01   -0.547021625122422606E+01    0.288252115519177823E+05
    0.606021968392759391E+03   -0.448710564694546843E+01    0.739606832068456344E+00   -0.301664110321596990E+01   -0.362183121883621784E+01    0.288252830447037413E+05
    0.584845173295024779E+03   -0.427346670645309956E+01    0.886526640817151712E+00   -0.243151087066628069E+01   -0.346493668695327273E+01    0.288253498279676714E+05
    0.561288395405442884E+03   -0.469295689101246083E+01    0.873426183977759951E+00   -0.247749805969301029E+01   -0.153310443210484237E+01    0.288254143999533044E+05
