    0.290858648431302697E+03    0.204192563592516620E+03    0.652029430746672856E+00   -0.186232584634220544E+00    0.589959174483913919E-02    0.778472752530931622E+01   -0.105732187983432357E+01    0.268600239889806680E+01   -0.127460200636661902E+01    0.822227832663769087E+00    0.876786752515074097E+00    0.235456524541490975E+01   -0.101701008480077348E-01    0.288049152768665081E+05
    0.444633083111462952E+03    0.311834332825674153E+03    0.302055694829310761E+01   -0.137750769763842684E+01    0.100434591354031872E-02    0.990930028874463709E+01   -0.132725293127335586E+01    0.176773946871677068E+01   -0.135364884828395038E+01    0.951279552024086095E+00    0.884116398450697893E+00    0.228233682348279920E+01   -0.755937387903862223E+00    0.288051403924137885E+05
    0.263943799301788658E+03    0.255435377411014315E+03    0.699202595537365967E-01   -0.113365056816962562E+01    0.452506994607639601E-01    0.665272070009469818E+01   -0.196197922243484157E+01    0.118982819135741114E+01   -0.173597333086326877E+01    0.962079926495543192E+00    0.743720905846475766E+00    0.180070431625174177E+01   -0.106556060944943809E+01    0.288056160052456071E+05
    0.513390277633795336E+03    0.265843589529040059E+03    0.150607700823919888E+00   -0.242374872679367304E+00    0.290253896476554661E-02    0.114078505942032535E+02   -0.317094455842245582E+01    0.296696727644088210E+01   -0.177751508497766419E+01    0.936586025841127823E+00    0.415098745240831069E+00    0.258844832291772153E+01   -0.265850950615502901E+01    0.288058358296098522E+05
    0.420291778117399872E+03    0.177710316906420672E+03    0.445406560478906893E-01   -0.100734501647048003E+01    0.378491872168967500E-01    0.675300959055134253E+01   -0.607007296125722462E+00    0.182904034563092144E+01   -0.381330692214203459E+00    0.922878862007954548E+00    0.370554028452108775E+00    0.209625843960706781E+01   -0.201098861364178383E+01    0.288062521733677968E+05
    0.321519713338702502E+03    0.419223262991343177E+03    0.226692938449504194E+00   -0.155980802271392482E+01    0.132640084958400521E-01    0.935401704677684265E+01   -0.104356121222975329E+01    0.278285401248736175E+01   -0.523424958257908912E+00    0.713357708312253536E+00    0.580536743491989915E+00    0.185984183780600798E+01   -0.934113812000550325E+00    0.288066943474332365E+05
    0.490657367677462105E+03    0.154688086331077983E+03    0.612330591740362418E+00   -0.129106745056725103E+01    0.276515175118733046E-01    0.100524989432907716E+02   -0.187297856061440093E+01    0.184109476378373982E+01   -0.276345025161722280E+01    0.845370249505700277E+00    0.430588622010500743E+00    0.217735840416348392E+01   -0.185594325103746094E+01    0.288068460741649069E+05
    0.431599220449833865E+03    0.795123792861690504E+02    0.305697844392144973E-01   -0.260928931050422452E+01    0.134931258953428822E-02    0.115472329765146036E+02   -0.756915060892518810E+00    0.240943680043583885E+01   -0.225870702300107906E+01    0.774838387902117787E+00    0.475958597508723436E+00    0.154297569375882704E+01   -0.250116634943237326E+01    0.288070377482121330E+05
    0.438214964705669274E+03    0.426465821396895876E+03    0.100276198748449966E+00   -0.211627561464916969E+01    0.280419783324989793E-02    0.104515790351363069E+02   -0.188544008796122853E+01    0.277769700383533724E+01   -0.144608764375357879E+01    0.850512945448036572E+00    0.839830354428465542E+00    0.202828305788212981E+01   -0.511283601042628888E+01    0.288071713750753843E+05
    0.492766873821079116E+03    0.170078326693855672E+03    0.680282878277485153E-01   -0.221937949570724813E+01    0.228405817990814074E-02    0.108877461977180392E+02   -0.149056502456258499E+01    0.168091134016366839E+01   -0.374548377375783348E+01    0.839099154022644234E+00    0.462412952570683100E+00    0.186098453253253870E+01    0.165283721343615753E+01    0.288071926519199988E+05
    0.177213430843484105E+03    0.525332099379666261E+03    0.162653526472312765E+00    0.355502088572610120E+00    0.396726082364341325E-02    0.857795410676056669E+01   -0.200081757199079391E+01    0.226722726686758369E+01   -0.559526326430088261E+00    0.873676524109039288E+00    0.835066175925938348E+00    0.236297943009170375E+01   -0.410009287343929607E+00    0.288073236362490570E+05
    0.297753728022525081E+03    0.420578984941275280E+03    0.355659766322858617E+00    0.225026572891111609E+00    0.137898894794502378E-01    0.100733970513558528E+02   -0.328373593829533128E+00    0.245722351759058544E+01   -0.276870323212587621E+01    0.867655926172526737E+00    0.856020185838188397E+00    0.259034786341251655E+01   -0.424585254333441675E+01    0.288075217720573637E+05
    0.197516149832678593E+03    0.305295516964312583E+03    0.609901337857448669E-01    0.201606411104993111E+00    0.848885471116145839E-02    0.989590395983794302E+01   -0.392466192977451556E+00    0.253353737553295044E+01   -0.305531225636828374E+01    0.822721362809620937E+00    0.107378903927447555E+01    0.233972315753558835E+01   -0.358181474232779351E+00    0.288078176058629142E+05
    0.290060310821968528E+03    0.215260719458879635E+03    0.542437460493978216E-01   -0.116551197018676178E+01    0.161960589069219743E-01    0.960094732814429896E+01   -0.143387933595097028E+01    0.200338657275650700E+01   -0.394812104020620236E+01    0.890534745790598325E+00    0.490406386201957756E+00    0.182678323723266400E+01    0.934059349846702247E+00    0.288078666790341522E+05
    0.488572769130144593E+03    0.128998090245445610E+03    0.975661706689716079E+00   -0.247053960624715563E+01    0.309519474627154879E-01    0.926937848852879576E+01   -0.143743584180178630E+01    0.140553909424833590E+01   -0.315984102725194616E+01    0.822095050675165417E+00    0.391876994642088972E+00    0.169067402691557600E+01    0.404624502213337678E+00    0.288080549252056917E+05
