    0.484870553016662598E+03   -0.567770112752914358E+01   -0.266897064447402244E+00   -0.204108482599258068E+00   -0.638559501767158544E+01   -0.999999999999999967E+99   -0.529831319988485294E+01    1
    0.317938983440399170E+03   -0.314889457225799507E+01   -0.209238213300704246E+00   -0.657512194514274562E+01   -0.171043050289153342E+00   -0.999999999999999967E+99   -0.530331319988484751E+01    1
    0.147849321365356445E+01   -0.440570873022079468E+01   -0.209266729354858416E+01   -0.293050243258476240E+01   -0.924461770057678045E+00    0.139101561346869294E+05   -0.530831319988485095E+01    1
    0.117971897125244141E+02   -0.235552902817726117E+01   -0.745068089962005597E+01   -0.275669968128203990E+00   -0.679060171246528643E+01    0.140391273046911592E+05   -0.531331319988484285E+01    1
    0.122296214103698730E+02   -0.369185683727264369E+01   -0.407005275487899709E+01   -0.740847716331481898E+01   -0.594548399448394704E+01    0.141384134694198674E+05   -0.531831319988483830E+01    1
    0.116816759109497070E+02   -0.719167847037315333E+01   -0.685810000300407374E+01   -0.698690926432609594E+01   -0.284411774873733503E+01    0.141397076407660970E+05   -0.532331319988484530E+01    1
    0.146379470825195312E+02   -0.591281551122665405E+01   -0.263091608285903877E+01   -0.504321032166481054E+01   -0.706077474951744044E+01    0.141521876611028947E+05   -0.532831319988484609E+01    1
    0.660477876663208008E+02   -0.526738341450691205E+01   -0.163197302818297807E+00   -0.234774637818336451E+01   -0.784551119804381969E+00    0.142762370359751458E+05   -0.533331319988484154E+01    1
    0.316668152809143066E+02   -0.330863478183746285E+01   -0.759019243717193426E+00   -0.370854376554489118E+01   -0.569140834808349538E+01    0.144694697332836877E+05   -0.533831319988483788E+01    1
    0.229577422142028809E+02   -0.273145861625671404E+01   -0.768612772226333618E+01   -0.493684351444244385E+01   -0.218911743760108912E+01    0.144833235300243596E+05   -0.534331319988483511E+01    1
    0.368928313255310059E+02   -0.631451194286346418E+01   -0.587551030516624451E+01   -0.297416588664054871E+01   -0.602126971483230555E+01    0.145520332728349167E+05   -0.534831319988484299E+01    1
    0.296254754066467285E+02   -0.505357949733734113E+01   -0.761705434918403590E+01   -0.799456984996795672E+01   -0.193688856959342903E+01    0.146071381844929274E+05   -0.535331319988485443E+01    1
    0.988091826438903809E+02   -0.705218878388404846E+01   -0.324666976332664436E+01   -0.124993193149566473E+00   -0.446241688132286107E+01    0.146244918247825153E+05   -0.535831319988483568E+01    1
    0.295006036758422852E+02   -0.145070602893829292E+01   -0.192719321846961922E+01   -0.775032610893249529E+01   -0.329278507232665962E+01    0.146649455053095699E+05   -0.536331319988484623E+01    1
    0.342522859573364258E+02   -0.806319749355315807E+00   -0.389195117950439418E+01   -0.129792537689208931E+01   -0.132256870865821785E+01    0.147413887577066216E+05   -0.536831319988485056E+01    1
    0.629186034202575684E+02   -0.765095417499542219E+01   -0.917961317300796331E+00   -0.484169459342956188E+00   -0.235353486537933332E+01    0.148356256120646322E+05   -0.537331319988484601E+01    1
    0.448142886161804199E+02   -0.279837160706520027E+01   -0.278745903968810982E+01   -0.195741690993309003E+01   -0.113451327085494924E+01    0.150827312188313263E+05   -0.537831319988484857E+01    1
    0.607861280441284180E+02   -0.470405902862548864E+01   -0.542099422216415405E+01   -0.476393476724624598E+01   -0.406171352863311697E+01    0.150830923419981536E+05   -0.538331319988484491E+01    1
    0.528025627136230469E+02   -0.248495513796806300E+01   -0.456207699179649318E+01   -0.546889556646346975E+01   -0.439494213461875916E+01    0.150998912315822181E+05   -0.538831319988483948E+01    1
    0.697830319404602051E+02   -0.616094163060188293E+01   -0.624055228233337367E+01   -0.225423732995986903E+01   -0.745928711295127833E+01    0.151201192609756545E+05   -0.539331319988484825E+01    1
    0.657577514648437500E+02   -0.555505375862121564E+01   -0.601123627424240148E+01   -0.269754419326782191E+01   -0.445874875187873876E+01    0.151403164653258682E+05   -0.539831319988485436E+01    1
    0.727640390396118164E+02   -0.404707679748535121E+01   -0.535687136650085272E+00   -0.373574348688125557E+01   -0.179161322116851807E+01    0.152239894380836249E+05   -0.540331319988484537E+01    1
