    0.978196978569030762E+03    0.111931718587875362E+01   -0.931384325027465820E+00   -0.300852811336517334E+01   -0.852231168746947709E+00   -0.135126911401748639E+01   -0.140087738633155823E+01   -0.175822146305925026E+11   -0.391195633965034517E+01    1
    0.109202265739440918E+02    0.690813076496124223E+00   -0.620977401733398438E+00   -0.420158603787422180E+01   -0.363781949877738953E+01   -0.353502334952354413E+01   -0.637516274452209508E+01   -0.175822116364264183E+11   -0.393195633965034208E+01    1
    0.686330795288085938E+02    0.303685557842254650E+00    0.342562198638916016E+00   -0.766471695899963379E+01   -0.668021456003189051E+01   -0.193664277195930445E+01   -0.325732476115226710E+01   -0.175822111456391373E+11   -0.395195633965034165E+01    1
    0.790460705757141113E+02    0.117421389818191524E+01    0.215782880783081055E+00   -0.503643534779548574E+01   -0.749991765022277868E+01   -0.401965388059616124E+01   -0.345675234198570269E+01   -0.175822110437753716E+11   -0.397195633965034300E+01    1
    0.682499408721923828E+02    0.511683058738708452E+00    0.471543312072753906E+00   -0.730668699741363170E+00   -0.710708688497543317E+01   -0.383890927433967555E+01   -0.790224835276603699E+01   -0.175822109852785568E+11   -0.399195633965034391E+01    1
    0.890845656394958496E+02    0.290969204902648937E+00    0.548863053321838379E+00   -0.767459312677383387E+01   -0.149685429930686897E+01   -0.431203157901763845E+01   -0.322616543769836372E+01   -0.175822109714373398E+11   -0.401195633965034215E+01    1
    0.930784285068511963E+03    0.739521038532257036E+00    0.956995010375976562E+00   -0.105302947163581795E+01   -0.788042886853218061E+01   -0.150939515829086268E+01   -0.349592598676681465E+01   -0.175822109252148056E+11   -0.403195633965034173E+01    1
    0.907123506069183350E+03    0.690864813327789262E+00   -0.217946171760559082E+00   -0.414519478678703290E+01   -0.537127152681350672E+01   -0.214478910565376246E+01   -0.810039204359053855E+00   -0.175822109032343903E+11   -0.405195633965034396E+01    1
    0.901449263095855713E+03    0.657456231117248491E+00    0.981149911880493164E+00   -0.349018223285675067E+01   -0.376194165349006671E+01   -0.130780484080314618E+01   -0.213667750358581543E+00   -0.175822108849623909E+11   -0.407195633965034443E+01    1
    0.138975381851196289E+03    0.693804872035980180E+00   -0.339304089546203613E+00   -0.713792507052421588E+01   -0.350445638895034772E+01   -0.493439919352531398E+01   -0.717784175872802699E+01   -0.175822108706095238E+11   -0.409195633965034400E+01    1
    0.899106860160827637E+02    0.675785195827484086E+00   -0.429971575736999512E+00   -0.734134050607681310E+01   -0.576412819027900625E+01   -0.534990502595901418E+01   -0.103506222963333094E+01   -0.175822107421125755E+11   -0.411195633965034357E+01    1
    0.167189955711364746E+03    0.282993865013122570E+00    0.613634109497070312E+00   -0.686660168170928920E+01   -0.167926816344261098E+01   -0.234765832424163801E+01   -0.793896590471267682E+01   -0.175822104429430733E+11   -0.413195633965034226E+01    1
    0.166636049747467041E+03    0.772943091392517045E+00    0.269963979721069336E+00   -0.233156988024711609E+01   -0.786203830838203466E+01   -0.640338379740714991E+01   -0.790585197210311907E+01   -0.175822101436326370E+11   -0.415195633965034450E+01    1
    0.149652242660522461E+03    0.115434039831161495E+01    0.835027098655700684E+00   -0.331981857419013959E+01   -0.257743532061576808E+01   -0.736109896302223188E+01   -0.240132979154586756E+01   -0.175822101116431618E+11   -0.417195633965034762E+01    1
    0.202885925769805908E+03    0.314118039608001720E+00    0.806082487106323242E-01   -0.443135314583778417E+01   -0.747930878996849025E+01   -0.300359803438186646E+01   -0.595412269830703700E+01   -0.175822100554772148E+11   -0.419195633965034720E+01    1
    0.234392106533050537E+03    0.300465595722198497E+00    0.746414065361022949E+00   -0.707807240486144984E+01   -0.711977249383926036E+00   -0.585272364020347524E+01   -0.697208559513092041E+01   -0.175822099707120247E+11   -0.421195633965034677E+01    1
    0.823842525482177734E+03    0.764564049243926958E+00   -0.957322835922241211E+00   -0.532051968574523748E+00   -0.564187259078025782E+01   -0.274959207773208636E+01   -0.461005461812019313E+01   -0.175822095449823341E+11   -0.423195633965034279E+01    1
    0.252627313137054443E+03    0.564283204078674272E+00    0.188074469566345215E+00   -0.573977868556976301E+01   -0.513754104971885717E+01   -0.111171577572822500E+01   -0.615369201302528346E+01   -0.175822094576475105E+11   -0.425195633965034059E+01    1
    0.283327877521514893E+03    0.886971306800842241E+00   -0.808340191841125488E+00   -0.714858101010322589E+01   -0.314010189175605792E+01   -0.644850885272026098E+01   -0.404597918391227651E+01   -0.175822093917628708E+11   -0.427195633965034727E+01    1
    0.368497550487518311E+03    0.762899768352508501E+00    0.781256914138793945E+00   -0.723833481669425982E+01   -0.662763788104057294E+01   -0.567821155786514264E+01   -0.504900163412094116E+01   -0.175822092171455421E+11   -0.429195633965034329E+01    1
    0.256242752075195312E+03    0.284597051143646251E+00   -0.267534136772155762E+00   -0.658470711112022400E+01   -0.750575181245803869E+01   -0.101829525232315010E+01   -0.280700748562812752E+01   -0.175822091105193710E+11   -0.431195633965034109E+01    1
    0.290338814258575439E+03    0.116009206771850581E+01    0.820316314697265625E+00   -0.471619257926940882E+01   -0.503406401276588422E+01   -0.114842014312744123E+01   -0.697937617897987383E+01   -0.175822090362489052E+11   -0.433195633965034244E+01    1
