    0.681783732451382775E+03   -0.322501915493486546E+01    0.906005784528122526E+00   -0.389915094224319070E+01   -0.418453082772500018E+01   -0.395714579685874934E+01    0.288202682060033112E+05
    0.614617204613976355E+03   -0.383527360123207695E+01    0.903777485541126913E+00   -0.262805323099285548E+01   -0.607577390265865702E+01   -0.691115863912525885E+01    0.288219782517758358E+05
    0.531507896521557427E+03   -0.490864741654362646E+01    0.857442410864481364E+00   -0.253990483406016399E+01   -0.295342477785848789E+01   -0.567961911242082884E+01    0.288224870574019296E+05
    0.586385635871284649E+03   -0.456776322660101552E+01    0.755790896296596015E+00   -0.228992770587593064E+01   -0.298533629539802536E+01   -0.710664847599920257E+01    0.288229215113018290E+05
    0.676637651012003403E+03   -0.378214590723215194E+01    0.743984412623016622E+00   -0.418789813454002591E+01   -0.478556938114920261E+01   -0.453795153472386659E+01    0.288229223268690257E+05
    0.576715985368376892E+03   -0.517000771932904879E+01    0.718564044530098811E+00   -0.417746229587248230E+01   -0.647865295097851313E+01   -0.628161200496710137E+01    0.288230983710382825E+05
    0.570913984502420476E+03   -0.452381807248784540E+01    0.868914202275272496E+00   -0.344019830525702552E+01   -0.688521376845871558E+01   -0.500717275479196466E+01    0.288232440162009443E+05
    0.562543838061381848E+03   -0.472223658157011705E+01    0.834597899029813961E+00   -0.321074101865845662E+01   -0.762437678993080681E+01   -0.465104281532286201E+01    0.288235935747595140E+05
    0.704803037407789816E+03   -0.333845923596116734E+01    0.821722535318625269E+00   -0.414395340103293286E+01   -0.549930691421324624E+01   -0.727320082120438194E+01    0.288237939114732180E+05
    0.518865462987555361E+03   -0.580475263789384144E+01    0.719960738963265956E+00   -0.133812066070459235E+01   -0.425139488661625009E+01   -0.468860470476836966E+01    0.288239464104804501E+05
    0.535534913079866783E+03   -0.541795324522517507E+01    0.733618734606281020E+00   -0.284468458703628180E+01   -0.560054697747376373E+01   -0.778140735900017244E+01    0.288240413322811546E+05
    0.683307728743389362E+03   -0.338529260472431526E+01    0.864175440482601420E+00   -0.384753782103906605E+01   -0.518489391903526098E+01   -0.414196153514139809E+01    0.288240961835341150E+05
    0.626640067455299913E+03   -0.423219255463574395E+01    0.757671454863490190E+00   -0.363402798742094557E+01   -0.512545342333394416E+01   -0.677833111094276575E+01    0.288240993269376813E+05
    0.637154907647997561E+03   -0.388075896412751176E+01    0.841243991532509172E+00   -0.320754582260190535E+01   -0.505227145778347975E+01   -0.538217709265880995E+01    0.288242800178973703E+05
    0.517948386900394439E+03   -0.567981426633145148E+01    0.750764256375878070E+00   -0.289059291863990087E+01   -0.183697974553959575E+01   -0.330225899560407665E+01    0.288246143260936697E+05
    0.529103277695462111E+03   -0.535974830771014688E+01    0.796902545225823156E+00   -0.165699433184513900E+01   -0.777672952509678694E+01   -0.171680907403482674E+01    0.288246489604261224E+05
    0.503968167058969186E+03   -0.568297089460217641E+01    0.817332317413871468E+00   -0.275333970126881589E+01   -0.797308519720722941E+01   -0.443414430069281362E+01    0.288246710674880014E+05
    0.544045658145668767E+03   -0.472322107531375046E+01    0.891293663200938613E+00   -0.182992744790716344E+01   -0.763715963076403970E+01   -0.698196498273263977E+01    0.288248027971023912E+05
    0.631209347578213396E+03   -0.397453087290537255E+01    0.800337936699963448E+00   -0.308074837135441282E+01   -0.438624438965260133E+01   -0.754840682882056768E+01    0.288248185894400958E+05
    0.561873459326714965E+03   -0.481461617846586609E+01    0.801031978824961355E+00   -0.323078091129458667E+01   -0.650063660771395480E+01   -0.406380478798341738E+01    0.288248753238130666E+05
    0.548903832461794650E+03   -0.478381911755221445E+01    0.864529353890691965E+00   -0.174983065587754716E+01   -0.693553743149005086E+01   -0.678806413701965816E+01    0.288249637827192673E+05
    0.532184985355589333E+03   -0.538184714980497869E+01    0.803178146463149223E+00   -0.389592230206261991E+01   -0.304250195732973516E+01   -0.712577193108949203E+01    0.288250387694173478E+05
    0.540469666003267548E+03   -0.523564413464923284E+01    0.811026157436361750E+00   -0.314400457120377741E+01   -0.178442996291422773E+01   -0.700941348351538984E+01    0.288250898847932403E+05
    0.554214316423386094E+03   -0.531452313052662451E+01    0.764687654603734668E+00   -0.400627643501052955E+01   -0.541342842466694130E+01   -0.665168210148768857E+01    0.288251533917395973E+05
    0.542206576479117075E+03   -0.517972108003669707E+01    0.822533565263841915E+00   -0.334133529278267805E+01   -0.458132047847827018E+01   -0.533222067383592613E+01    0.288252032242320784E+05
    0.587595263737441996E+03   -0.415792948718054145E+01    0.878795250444573961E+00   -0.287720669211842139E+01   -0.301653190009969308E+01   -0.762661979933835887E+01    0.288252655480415779E+05
    0.578628296882163681E+03   -0.503746761198656934E+01    0.721561991764917532E+00   -0.316359276067550077E+01   -0.338354579775085984E+01   -0.609633935572196695E+01    0.288253533394489350E+05
    0.568537148989199977E+03   -0.442435529374286318E+01    0.894318609217274685E+00   -0.273654836122691947E+01   -0.531748476969603701E+01   -0.593667235722158448E+01    0.288253651129375685E+05
    0.542124939974224048E+03   -0.534795586092038544E+01    0.736125681973884727E+00   -0.247345924635776981E+01   -0.353951895023170238E+01   -0.273969293283371318E+01    0.288254216971034766E+05
    0.566183688892971645E+03   -0.495270980796092530E+01    0.790177077686326279E+00   -0.387244685141936884E+01   -0.571971950841098842E+01   -0.583721033653454668E+01    0.288254279092310608E+05
    0.523728592066898159E+03   -0.511018817706400696E+01    0.853354121511581742E+00   -0.254301280597317447E+01   -0.446506024406144419E+01   -0.791060815181067145E+01    0.288254289819367186E+05
    0.602210764594353122E+03   -0.451813036496746001E+01    0.771177974724740700E+00   -0.391445115605292404E+01   -0.427430361955952343E+01   -0.426653239445801358E+01    0.288254637433356402E+05
    0.513738063187712442E+03   -0.568757010953471998E+01    0.763764838200867269E+00   -0.123748854558352939E+01   -0.243423034275401484E+01   -0.489769922652550882E+01    0.288255063730595175E+05
    0.536143253574165669E+03   -0.546223735575097624E+01    0.764726489211545069E+00   -0.405299465418360683E+01   -0.387635093075347914E+01   -0.526787159379101233E+01    0.288255117266386296E+05
    0.576022514882687346E+03   -0.432968204820237101E+01    0.835737551704504700E+00   -0.204390187576884319E+01   -0.338727750124641425E+01   -0.529435065911903990E+01    0.288255153665266080E+05
    0.496741655334007362E+03   -0.589031047360346527E+01    0.816978768513831666E+00   -0.296741293319125798E+01   -0.163647108502377758E+01   -0.698379180930043120E+01    0.288255600886853863E+05
    0.574229271985643891E+03   -0.457028924580902363E+01    0.856719689069790014E+00   -0.352756356255468795E+01   -0.297924715891364045E+01   -0.653361372380535599E+01    0.288255808069409250E+05
    0.520224501945200700E+03   -0.535421675928484753E+01    0.808722225740518996E+00   -0.300265689609278752E+01   -0.226210767945465374E+01   -0.601582445717333858E+01    0.288256277975992416E+05
    0.525701050286123177E+03   -0.552911539904856397E+01    0.787151330830667240E+00   -0.350143606826298726E+01   -0.575819437274403967E+01   -0.406722272581695243E+01    0.288256402110769050E+05
    0.548234979789852787E+03   -0.531172376498588505E+01    0.754783882826336128E+00   -0.244618649565994417E+01   -0.177700745521795866E+01   -0.754613842129796097E+01    0.288256446794448057E+05
    0.599925280488317185E+03   -0.429569079504876505E+01    0.824183401187865483E+00   -0.284967574732151707E+01   -0.553744294097436374E+01   -0.706851114430308325E+01    0.288257593630235497E+05
    0.586410888783336077E+03   -0.498193384925605542E+01    0.732669867362501281E+00   -0.396513909461337288E+01   -0.514803351987327673E+01   -0.438006430562693971E+01    0.288257992201317211E+05
    0.570489124312710373E+03   -0.471236472254173311E+01    0.811443116194618175E+00   -0.297882547280318821E+01   -0.710737434777674082E+01   -0.645662989646441332E+01    0.288259483941100916E+05
    0.500331983445185358E+03   -0.595006868463700744E+01    0.759481100341240056E+00   -0.253572835609222302E+01   -0.384166715910651480E+01   -0.190755830352713485E+01    0.288259635080221269E+05
    0.587808448066967003E+03   -0.428966932180162708E+01    0.827533815189705590E+00   -0.280530813618845976E+01   -0.383751487845650274E+01   -0.736849360153940225E+01    0.288260107660630165E+05
    0.630907659097521673E+03   -0.398418286947223610E+01    0.819001799489734950E+00   -0.360629050179535060E+01   -0.342533646124092162E+01   -0.711873963766826456E+01    0.288260301583426772E+05
    0.511498229979943630E+03   -0.558776127219433505E+01    0.809554702394018499E+00   -0.267385817850068719E+01   -0.687964155443328806E+01   -0.417229825753324945E+01    0.288260584990182979E+05
    0.544728405062890147E+03   -0.481462907287906283E+01    0.852585467470386549E+00   -0.239728796243689146E+01   -0.609665715724697055E+01   -0.596138563030401958E+01    0.288260742189293524E+05
    0.507183769714554899E+03   -0.590759241929601675E+01    0.768016538851391428E+00   -0.325459345057265192E+01   -0.671989025043476396E+01   -0.657639218542294213E+01    0.288262622070320976E+05
    0.558977907226594766E+03   -0.527865876589714755E+01    0.716369797727810065E+00   -0.342485157612454838E+01   -0.531816042271116096E+01   -0.522188183954600227E+01    0.288262703305357572E+05
