    0.505465277973500974E+03    0.326711845266119516E+00    0.112221180424472564E+02   -0.118189470852772605E+01    0.215033988717725721E+01   -0.277041909275331522E+01    0.756656454529167632E+00   -0.212590040948525871E+01   -0.547341636162541434E+01   -0.780143817625155656E+01   -0.772120550526094629E+01    0.288244881853538100E+05
    0.512443079042201020E+03    0.538924894543884019E-02    0.112529423719936279E+02   -0.522858377348066838E+00    0.146782545695950439E+01   -0.423810053344453941E+01    0.739312899586829664E+00   -0.286644535835144598E+01   -0.709384091302826292E+01   -0.670901651163159674E+01   -0.622425216046508911E+01    0.288246898815397690E+05
    0.506718524341625653E+03    0.633887607429228783E-01    0.116955504458120743E+02   -0.695320246827612287E+00    0.182515352727033719E+01   -0.124577240631969488E+01    0.731060904372133336E+00   -0.307785359232162836E+01   -0.420392357571474662E+01   -0.544007143840047647E+01   -0.489317610298494898E+01    0.288259500752512540E+05
    0.508051701254730062E+03    0.121737072656501969E-01    0.111383808637321913E+02   -0.289177565034104411E+00    0.219004524555382929E+01   -0.130660412776820944E+01    0.767034413034017315E+00   -0.258297565390623074E+01   -0.481198191774248230E+01   -0.402279226363992137E+01   -0.798216124200703092E+01    0.288263885854955224E+05
    0.525429116171483997E+03    0.290022623503441955E-02    0.114932412210629238E+02   -0.513311939562886010E+00    0.207764602022539879E+01   -0.255956642822016001E+01    0.697674660056198936E+00   -0.132486727969065488E+01   -0.347137102046228740E+01   -0.668031861002065064E+01   -0.465925007395818014E+01    0.288272618428328315E+05
    0.507119694350317729E+03    0.979778506015747605E-02    0.108721252623101492E+02   -0.298223439175001381E+00    0.110472780088162525E+01   -0.473791107780389620E+01    0.769977965123006314E+00   -0.184457077700962291E+01   -0.450896720817509955E+01   -0.269252628599347688E+01   -0.631717031498414894E+01    0.288272684863596660E+05
    0.493685079755398192E+03    0.331329310845866450E-02    0.117222944832505647E+02   -0.664929998855045667E+00    0.130966514082047714E+01   -0.177546131114606975E+01    0.768963903968511775E+00   -0.169887837492747185E+01   -0.281472520499586132E+01   -0.253993698090607722E+01   -0.456052396695569939E+01    0.288273075537953264E+05
    0.515624810251257713E+03    0.173717328354390632E+00    0.108929841050889920E+02   -0.118975624207232400E+00    0.289898519960484968E+01   -0.854215569135528874E+00    0.720595232079583092E+00   -0.253402005343826531E+01   -0.371760269250940212E+01   -0.561394421387163689E+01   -0.753874211266648242E+01    0.288274026965214362E+05
    0.485462393298609584E+03    0.227233332347486355E-01    0.109679584207427023E+02   -0.201963803429666910E+00    0.231878239496685934E+01   -0.378758547703272530E+01    0.817879907164487663E+00   -0.177855502170695079E+01   -0.504302520547440380E+01   -0.757408575104847159E+01   -0.544216866850234560E+01    0.288275863703088035E+05
    0.502880367686472141E+03    0.592551268140038764E-01    0.100177428426356698E+02   -0.988461095319976835E-01    0.279472350308620765E+01   -0.917603106917254330E+00    0.745418380139504233E+00   -0.272049520385393251E+01   -0.361589593385209263E+01   -0.689420273112173021E+01   -0.531881077390744128E+01    0.288278872293190325E+05
    0.509865166958096893E+03    0.277458684557111979E+00    0.106891649232722870E+02   -0.174823139324302268E+00    0.127463837737879082E+01   -0.318746519307939558E+01    0.718208211790052342E+00   -0.270977202237874870E+01   -0.304697330672400213E+01   -0.327667996563482156E+01   -0.486020303990704594E+01    0.288280183502049404E+05
    0.518066362814947524E+03    0.236081773766341069E-01    0.117531300153503135E+02   -0.536908438900981722E+00    0.239625437382012807E+01   -0.366047897757881113E+01    0.704060202444480532E+00   -0.325008642866113373E+01   -0.356315542590729084E+01   -0.603444444348827780E+01   -0.797182887251094474E+01    0.288280559615588245E+05
    0.502879817245216884E+03    0.873306729661351908E-02    0.109583893426894008E+02   -0.323849983913349071E+00    0.122118869455376422E+01   -0.292501427896508615E+01    0.803529843615154782E+00   -0.257230767360182888E+01   -0.411342526552373222E+01   -0.457009444769029471E+01   -0.503727733153860946E+01    0.288280781356314255E+05
    0.528474770462726497E+03    0.370618937783207467E-01    0.109503747932176019E+02   -0.101055510404861693E+01    0.115994431485607530E+01   -0.205066896379102737E+01    0.760056280011904173E+00   -0.106609090711279375E+01   -0.315224356727193555E+01   -0.735780238081795446E+01   -0.599465120790071637E+01    0.288280840400744382E+05
    0.505564470797806450E+03    0.901088922579300344E-02    0.116852099824468461E+02   -0.149002522343462118E-01    0.136732590153430333E+01   -0.203086790052541399E+01    0.744592880196698448E+00   -0.229681027693279383E+01   -0.427153422057541476E+01   -0.726651761312058486E+01   -0.586714291451580472E+01    0.288280848101397351E+05
    0.495760650802657835E+03    0.136168857658266612E+00    0.119032157267423919E+02   -0.420376163048505447E+00    0.176135922296579217E+01   -0.436875286986319900E+01    0.788734915940710213E+00   -0.275605125282447627E+01   -0.464404491680482678E+01   -0.601323402131027596E+01   -0.704327158733247227E+01    0.288281958869043519E+05
    0.488728273453834277E+03    0.754846559976011383E-02    0.115761707383168133E+02   -0.511977889771386252E+00    0.139792582385556652E+01   -0.348659085902252830E+01    0.812705365409842617E+00   -0.287193852292750851E+01   -0.522948939064043650E+01   -0.627630631495800184E+01   -0.559221438345783639E+01    0.288282094612501023E+05
    0.514124283203613118E+03    0.217435584916140373E-01    0.109820119921590429E+02   -0.815290048362025566E+00    0.196090510797116679E+01   -0.463189790606136587E+01    0.751699608336973357E+00   -0.342236813001039764E+01   -0.607569114364523166E+01   -0.504976508175106797E+01   -0.686486105229160870E+01    0.288282820165923004E+05
    0.507002889649119595E+03    0.124923256747692685E-01    0.116424988695117015E+02   -0.288067570528870220E+00    0.108119116084721445E+01   -0.329630562323756138E+01    0.706263061885635479E+00   -0.222142707493122149E+01   -0.334958579637509946E+01   -0.451168163666577371E+01   -0.557350462306793126E+01    0.288284245805061255E+05
    0.503494561026643680E+03    0.744765335940441586E-01    0.976264406420738595E+01   -0.607258335795499704E+00    0.257779983796558110E+01   -0.164687300871517772E+01    0.801657102185809767E+00   -0.251064261795563670E+01   -0.319415662349030516E+01   -0.438636284787031450E+01   -0.495191139349206821E+01    0.288284542027880379E+05
    0.512850572100140766E+03    0.505373961900190682E-01    0.104941454979036735E+02   -0.301168911929203809E+00    0.166602358062443101E+01   -0.768304365902380049E+00    0.754365742407778428E+00   -0.282954283302006981E+01   -0.578119904015445663E+01   -0.706507353270522209E+01   -0.443595618370381395E+01    0.288285538754714435E+05
