    0.382696008682250977E+03    0.916182415888808915E-02    0.668148565292358398E+01   -0.439371871948242188E+01    0.151927226185798636E+01   -0.108681559562683105E+01    0.230400443077087402E+00   -0.574314093589782360E+00   -0.154775202274322510E+00   -0.324554502964019775E+00   -0.999999999999999967E+99   -0.460515351937698814E+01    1
    0.651960372924804688E+01    0.230156462990862259E+00    0.117733688354492188E+02   -0.285237622261047363E+01    0.285072655677795428E+01   -0.718191564083099365E+00    0.334797561168670654E+00   -0.412135712504386831E+01   -0.383902934789657557E+01   -0.774779703021049482E+01    0.140116533110376859E+05   -0.461515351937698259E+01    1
    0.449170112609863281E+02    0.158693696237980253E-02    0.703901576995849609E+01   -0.565523314476013184E+01    0.144738435745239258E+01   -0.457507103681564331E+01    0.932432889938354492E+00   -0.576983191967010534E+01   -0.438367970585823041E+01   -0.797140412926673925E+01    0.146219103760844009E+05   -0.462515351937698149E+01    1
    0.349524497985839844E+02    0.438473303786893698E+00    0.105634770393371582E+02   -0.248250961303710938E+01    0.245975327789783460E+01   -0.228818118572235107E+01    0.437158048152923584E+00   -0.283054425716400093E+01   -0.206438691020011866E+01   -0.527287666201591421E+01    0.149064670369323903E+05   -0.463515351937698661E+01    1
    0.638484477996826172E+02    0.168932391123730215E-02    0.116074495315551758E+02   -0.569437301158905029E+01    0.201941914558410662E+01   -0.265836596488952637E+01    0.132464468479156494E+00   -0.677597157359123248E+01   -0.120394074320793099E+01   -0.359615256190299970E+01    0.149652328470517859E+05   -0.464515351937698728E+01    1
    0.592143058776855469E+02    0.242756805253911759E-01    0.435866832733154297E+01   -0.262457728385925293E+01    0.248633928000926963E+01   -0.494143009185791016E+01    0.504445135593414307E+00   -0.553230589628219249E+00   -0.784122037887573242E+01   -0.433937821388244593E+01    0.151350261760855101E+05   -0.465515351937698174E+01    1
    0.811425685882568359E+02    0.354537544431203977E-02    0.520431089401245117E+01   -0.322569286823272705E+01    0.285697537958621961E+01   -0.238895326852798462E+01    0.894041478633880615E+00   -0.604834135770797765E+01   -0.673575371503829956E+00   -0.563356020450592077E+01    0.153503975586662273E+05   -0.466515351937698153E+01    1
    0.396880626678466797E+02    0.215413330965314870E+00    0.118961486816406250E+02   -0.385884761810302734E+00    0.148129395246505746E+01   -0.438960492610931396E+01    0.677071154117584229E+00   -0.967512613534927013E+00   -0.361862703561782784E+01   -0.419205973148345912E+01    0.154939010562736330E+05   -0.467515351937698398E+01    1
    0.118329334259033203E+03    0.385271418839862878E+00    0.434394884109497070E+01   -0.405466997623443604E+01    0.121482954025268564E+01   -0.169966489076614380E+01    0.385548114776611328E+00   -0.207600249648094159E+01   -0.234183875918388384E+01   -0.798921974897384679E+01    0.168115787415303894E+05   -0.468515351937698377E+01    1
    0.148955297470092773E+03    0.307180355604552112E-01    0.114017271995544434E+02   -0.579025089740753174E+01    0.111045724153518677E+01   -0.421959042549133301E+01    0.747595012187957764E+00   -0.355208179950714076E+01   -0.289720297455787623E+01   -0.141906076073646492E+01    0.170170279208447173E+05   -0.469515351937698444E+01    1
    0.275594568252563477E+03    0.210291046698447767E-01    0.526287221908569336E+01   -0.314143788814544678E+01    0.183618647754192343E+01   -0.298551559448242188E+01    0.647602498531341553E+00   -0.120998275279998069E+00   -0.513266841769218374E+01   -0.519331969022750783E+01    0.173530173099211133E+05   -0.470515351937698423E+01    1
    0.154637575149536133E+03    0.192077358200731380E-01    0.106403465270996094E+02   -0.234630346298217773E+01    0.184701240062713623E+01   -0.128702163696289062E+01    0.196467638015747070E+00   -0.653624495267868078E+01   -0.437678983807563782E+01   -0.386690195202827436E+01    0.173814992564538843E+05   -0.471515351937698135E+01    1
    0.158295965194702148E+03    0.382989182233163084E+00    0.495806837081909180E+01   -0.506431424617767334E+01    0.272499251961708078E+01   -0.612005293369293213E+00    0.460657775402069092E+00   -0.339141725897788948E+01   -0.190433309674262929E+01   -0.355750206112861633E+01    0.175224135652624755E+05   -0.472515351937698025E+01    1
    0.100095844268798828E+03    0.319191200727653689E-02    0.112305998802185059E+02   -0.167496871948242188E+01    0.251559262275695783E+01   -0.199974477291107178E+01    0.584524929523468018E+00   -0.906537377834319535E+00   -0.375156682729721069E+01   -0.162859335541725159E+01    0.175361885239599360E+05   -0.473515351937698448E+01    1
    0.151973628997802734E+03    0.395149796936603848E-01    0.100644025802612305E+02   -0.556010913848876953E+01    0.148990489840507512E+01   -0.205082297325134277E+01    0.432934105396270752E+00   -0.728054863214492087E+00   -0.455698587298393232E+01   -0.762149094939231908E+01    0.175458318965651233E+05   -0.474515351937698782E+01    1
    0.184144687652587891E+03    0.602187023741702215E-02    0.112033033370971680E+02   -0.635456800460815430E+00    0.204099195599555960E+01   -0.249760955572128296E+01    0.775262713432312012E-01   -0.319886541962623561E+01   -0.347790930271148646E+01   -0.599611830711364746E+01    0.179886264834393805E+05   -0.475515351937698494E+01    1
    0.243011617660522461E+03    0.246128001061039769E-02    0.635660266876220703E+01   -0.595558977127075195E+01    0.157818412184715262E+01   -0.257785141468048096E+01    0.496737301349639893E+00   -0.512158350944519025E+01   -0.173339308500289846E+01   -0.772092268466949427E+01    0.180191171616909924E+05   -0.476515351937698117E+01    1
    0.588478183746337891E+03    0.182024759130216857E-02    0.859775209426879883E+01   -0.454953432083129883E+01    0.114066052436828613E+01   -0.155353993177413940E+01    0.206158399581909180E+00   -0.329818461537361163E+01   -0.102979707717895330E+00   -0.227880249619483966E+01    0.183668640726061494E+05   -0.477515351937698451E+01    1
    0.155758380889892578E+03    0.557922409737803049E+00    0.115083651542663574E+02   -0.146936774253845215E+00    0.220813073515892011E+01   -0.830686688423156738E+00    0.512291312217712402E+00   -0.474926224946975672E+01   -0.703771026730537397E+01   -0.620791770219802874E+01    0.184616086138196260E+05   -0.478515351937698341E+01    1
    0.205586576461791992E+03    0.149765575340303839E-02    0.719504785537719727E+01   -0.814594030380249023E-01    0.130953274369239803E+01   -0.264668583869934082E+01    0.202688992023468018E+00   -0.443911856412887218E+00   -0.458108534216880781E+01   -0.198787556886672956E+01    0.184676751006346240E+05   -0.479515351937697876E+01    1
    0.245942354202270508E+03    0.759992605424184269E-02    0.114546399116516113E+02   -0.587893581390380859E+01    0.186600457727909097E+01   -0.222223460674285889E+01    0.360786914825439453E+00   -0.494267155528068525E+01   -0.730864141583442706E+01   -0.820602852106094183E+00    0.186006509664518890E+05   -0.480515351937698032E+01    1
    0.439713811874389648E+03    0.145059080093806383E-01    0.116821231842041016E+02   -0.274740457534790039E+01    0.171679866313934326E+01   -0.387745022773742676E+01    0.835857510566711426E+00   -0.115927243828773463E+01   -0.121431481838225608E+00   -0.568951683640480077E+01    0.186113121329106507E+05   -0.481515351937698277E+01    1
    0.174902582168579102E+03    0.620257581024059035E+00    0.947207164764404297E+01   -0.656256437301635742E+00    0.189764921665191655E+01   -0.149963021278381348E+01    0.430842757225036621E+00   -0.708453754186630213E+01   -0.136499611139297450E+01   -0.602572138309478778E+01    0.188945258522028962E+05   -0.482515351937698345E+01    1
    0.292873144149780273E+03    0.301924484557224322E-02    0.555683231353759766E+01   -0.241300177574157715E+01    0.259981010556221026E+01   -0.310527861118316650E+01    0.778099775314331055E+00   -0.610474108457565290E+01   -0.380293241143226624E+01   -0.279800809025764430E+01    0.190536536809330391E+05   -0.483515351937698323E+01    1
    0.157133865356445312E+03    0.100517746582276662E+00    0.113911180496215820E+02   -0.329194307327270508E+01    0.225495814383029947E+01   -0.108193278312683105E+01    0.830939233303070068E+00   -0.324447877407073992E+01   -0.724368067979812658E+01   -0.247530734539031982E+01    0.191508919548121521E+05   -0.484515351937698480E+01    1
    0.148888158798217773E+03    0.201191215091261998E-01    0.100098505020141602E+02   -0.125687599182128906E+01    0.130004264116287227E+01   -0.976839661598205566E+00    0.454462468624114990E+00   -0.167242915034294093E+01   -0.264422870874404925E+01   -0.227253371477127075E+01    0.191639973217488950E+05   -0.485515351937698814E+01    1
    0.227370691299438477E+03    0.336761712681397429E+00    0.883928728103637695E+01   -0.471566104888916016E+01    0.272451249361038217E+01   -0.250336706638336182E+01    0.843374848365783691E+00   -0.416565720438957143E+01   -0.494895870089530909E+01   -0.664417761564254583E+00    0.196874943817099193E+05   -0.486515351937698437E+01    1
    0.305816841125488281E+03    0.100056025277521402E+00    0.510737800598144531E+01   -0.575871813297271729E+01    0.155111146867275229E+01   -0.203384697437286377E+01    0.824920713901519775E+00   -0.790589576363563573E+01   -0.725163049101829493E+01   -0.130269064903259224E+01    0.198376256188755651E+05   -0.487515351937698149E+01    1
    0.220629167556762695E+03    0.547434635963365501E+00    0.103856105804443359E+02   -0.107126569747924805E+01    0.247239899933338148E+01   -0.471672713756561279E+01    0.442032694816589355E+00   -0.478849710822105390E+01   -0.601524673104286212E+01   -0.746276378631591797E+00    0.203205190383570298E+05   -0.488515351937698572E+01    1
    0.398603248596191406E+03    0.229154160710711235E+00    0.516847705841064453E+01   -0.562390780448913574E+01    0.137282388210296635E+01   -0.264039069414138794E+01    0.666172087192535400E+00   -0.728465731143951434E+01   -0.210905427336692775E+01   -0.565662468671798635E+01    0.203360223225148402E+05   -0.489515351937698817E+01    1
