    0.522923190212525810E+03    0.594631359244019109E+00    0.324183358557028622E-01   -0.102347091445989413E+00   -0.190928104814171995E+00   -0.215933445372600641E+01   -0.264816234701616970E+00   -0.175822047759026794E+11
    0.536338181281348398E+03    0.594137979918987535E+00    0.834164662384224709E-01   -0.684940205969067684E+00   -0.172492674347364705E+00   -0.190238793164013575E+01   -0.442467248306352978E+00   -0.175822047770095367E+11
    0.536449030376290693E+03    0.116972179406166643E+01    0.865284361527792312E+00   -0.390078040311743202E+00   -0.166148109621642170E+00   -0.670152805240387739E+01   -0.473579171344736594E+00   -0.175822047745932579E+11
    0.530112484006402042E+03    0.939111229062350228E+00    0.657505381943201517E+00   -0.474076082002658161E+00   -0.446680543185755674E+00   -0.625193804029129652E+01   -0.132569760962875982E+00   -0.175822047760215378E+11
    0.540564355418707805E+03    0.755572591315194497E+00    0.814378938978747025E+00   -0.317064487249616889E+00   -0.439784071798063891E+00   -0.124127343088507924E+01   -0.582855223075457118E+00   -0.175822047762937927E+11
    0.532722863760104929E+03    0.118586166172783436E+01    0.541116811367626571E+00   -0.334597212128635135E+00   -0.394977743716812491E+00   -0.126199067555990041E+01   -0.325702478501671777E+00   -0.175822047768699837E+11
    0.557839627725605396E+03    0.478445929424142657E+00    0.891223167232026103E+00   -0.570048244942218396E+00   -0.184436541442772217E+00   -0.127899134629868350E+00   -0.883833924052003006E+00   -0.175822047735217171E+11
    0.557839627725605396E+03    0.478445929424142657E+00    0.891223167232026103E+00   -0.570048244942218396E+00   -0.184436541442772217E+00   -0.127899134629868350E+00   -0.883833924052003006E+00   -0.175822047735217171E+11
    0.557839627725605396E+03    0.478445929424142657E+00    0.891223167232026103E+00   -0.570048244942218396E+00   -0.184436541442772217E+00   -0.127899134629868350E+00   -0.883833924052003006E+00   -0.175822047735217171E+11
    0.557839627725605396E+03    0.478445929424142657E+00    0.891223167232026103E+00   -0.570048244942218396E+00   -0.184436541442772217E+00   -0.127899134629868350E+00   -0.883833924052003006E+00   -0.175822047735217171E+11
    0.550303615788955540E+03    0.104483062872566390E+01    0.867312691715938389E+00   -0.459926712388856629E+00   -0.336674342541444460E+00   -0.486801390463250883E+00   -0.616875226672962462E+00   -0.175822047762611732E+11
