    0.461931228637695312E+01    0.288622700797298223E-01    0.696768045425415039E+01   -0.345420026779174805E+01    0.153349463045597068E+01   -0.423682332038879395E+01    0.554573535919189453E-02   -0.377476174235343898E+01   -0.528377557396888697E+01   -0.887849223613738303E+00    0.139936033221074849E+05   -0.460515351937698814E+01    1
    0.626513004302978516E+02    0.907873742182717797E-01    0.461543321609497070E+01   -0.531172013282775879E+01    0.185776416957378387E+01   -0.219780802726745605E+01    0.120425045490264893E+00   -0.305249500274658025E+00   -0.680717186331748980E+01   -0.423925899863243139E+01    0.145109864160159432E+05   -0.461515351937698259E+01    1
    0.438989162445068359E+02    0.285815554954749976E-02    0.676589584350585938E+01   -0.503966617584228516E+01    0.196952050030231485E+01   -0.257757127285003662E+01    0.731895506381988525E+00   -0.472299250960350037E+01   -0.328905874490737382E+00   -0.813666367530822221E+00    0.145259220506973488E+05   -0.462515351937698149E+01    1
    0.706064701080322266E+02    0.101270490171049207E-01    0.414827013015747070E+01   -0.119315385818481445E+01    0.127246171832084665E+01   -0.228515833616256714E+01    0.106244742870330811E+00   -0.636760611534118670E+01   -0.377908109426498395E+01   -0.467341060638427663E+01    0.150972663009140615E+05   -0.463515351937698661E+01    1
    0.976209640502929688E+02    0.956027574962125572E-02    0.579371881484985352E+01   -0.472524011135101318E+01    0.203541365861892709E+01   -0.445951730012893677E+01    0.280314028263092041E+00   -0.140388817191123927E+01   -0.503497892618179321E+01   -0.659435678720474261E+01    0.153458846258847389E+05   -0.464515351937698728E+01    1
    0.124577522277832031E+03    0.183388938418197894E+00    0.412290859222412109E+01   -0.452344214916229248E+01    0.294915408790111533E+01   -0.341605424880981445E+01    0.447695672512054443E+00   -0.577927770614624059E+01   -0.377609950304031372E+01   -0.522364791631698644E+01    0.158919754514120286E+05   -0.465515351937698174E+01    1
    0.735902309417724609E+02    0.265476711696212841E-01    0.501096105575561523E+01   -0.376176917552947998E+01    0.260464569926261902E+01   -0.213594317436218262E+01    0.830502629280090332E+00   -0.240401378870010340E+01   -0.778085116147994960E+01   -0.206502588987350411E+01    0.159419638081952344E+05   -0.466515351937698153E+01    1
    0.942543029785156250E+02    0.165870373350060218E+00    0.930611228942871094E+01   -0.401349449157714844E+01    0.257364787459373456E+01   -0.399565070867538452E+01    0.485442578792572021E+00   -0.128485101461410522E+01   -0.150593751072883553E+01   -0.270639714598655701E+01    0.164044592354313500E+05   -0.467515351937698398E+01    1
    0.926196575164794922E+02    0.692442963675602915E-02    0.771766948699951172E+01   -0.379511475563049316E+00    0.187045126855373400E+01   -0.462776452302932739E+01    0.563213407993316650E+00   -0.751312715411186183E+01   -0.393835513591766340E+01   -0.544350683689117432E+01    0.164174232830293950E+05   -0.468515351937698377E+01    1
    0.113290071487426758E+03    0.251707416883158131E-02    0.108418302536010742E+02   -0.157194185256958008E+01    0.193291904032230377E+01   -0.149733424186706543E+01    0.220056712627410889E+00   -0.327059500813484139E+01   -0.495311465859413147E+01   -0.745197722315788269E+01    0.164706129263832045E+05   -0.469515351937698444E+01    1
    0.190706539154052734E+03    0.275629563039534453E+00    0.102776288986206055E+02   -0.539346098899841309E+01    0.114936503469943996E+01   -0.166929781436920166E+01    0.963463008403778076E+00   -0.652914243936538519E+00   -0.519438763856887853E+01   -0.659698663353920001E+01    0.164968323214575466E+05   -0.470515351937698423E+01    1
    0.115037822723388672E+03    0.126453379209361866E+00    0.940358304977416992E+01   -0.387764811515808105E+01    0.140334168076515198E+01   -0.320033550262451172E+01    0.510348498821258545E+00   -0.797406316995620745E+01   -0.562249761819838767E+00   -0.567656066417694127E+01    0.165189499727364673E+05   -0.471515351937698135E+01    1
    0.165742206573486328E+03    0.534617901180660882E+00    0.606951951980590820E+01   -0.463726830482482910E+01    0.190091548562049883E+01   -0.444111049175262451E+01    0.267468154430389404E+00   -0.792375800013542175E+01   -0.405665160417556692E+01   -0.238976901769637706E+00    0.165529444707485491E+05   -0.472515351937698025E+01    1
    0.353538990020751953E+03    0.247845043560552432E-01    0.603896570205688477E+01   -0.210066318511962891E+00    0.273950964510440809E+01   -0.445223540067672729E+01    0.788153827190399170E+00   -0.107785946130752208E+00   -0.461518434882163930E+01   -0.159934908747672999E+01    0.167792382441587397E+05   -0.473515351937698448E+01    1
    0.139134836196899414E+03    0.107633537169052741E-02    0.497934436798095703E+01   -0.325641953945159912E+01    0.242769544422626504E+01   -0.424116402864456177E+01    0.197749137878417969E-01   -0.374626145958900469E+01   -0.168130235075950552E+01   -0.283729144930839539E+01    0.169605812558687066E+05   -0.474515351937698782E+01    1
    0.203235673904418945E+03    0.697200583380529815E+00    0.103067908287048340E+02   -0.385775899887084961E+01    0.217170687317848188E+01   -0.434984624385833740E+01    0.868504047393798828E-01   -0.513180294632911682E+01   -0.340551624894142169E+01   -0.640066213011741603E+01    0.171600653507310199E+05   -0.475515351937698494E+01    1
    0.182232189178466797E+03    0.478919681293636310E-01    0.879076337814331055E+01   -0.987658381462097168E+00    0.282680080533027667E+01   -0.343494862318038940E+01    0.753808319568634033E+00   -0.211522436141967418E+00   -0.664211121797561610E+01   -0.415531298518180847E+01    0.171725953778680268E+05   -0.476515351937698117E+01    1
    0.131253290176391602E+03    0.233240386504440234E-01    0.487812280654907227E+01   -0.260893678665161133E+01    0.148033029735088340E+01   -0.223412841558456421E+01    0.811626493930816650E+00   -0.446125334501266479E+01   -0.330368633866310102E+01   -0.381045419573783839E+01    0.172292978580298332E+05   -0.477515351937698451E+01    1
    0.119787836074829102E+03    0.620303977032470380E-02    0.100621614456176758E+02   -0.129134738445281982E+01    0.256900417506694811E+01   -0.388487040996551514E+01    0.548075437545776367E+00   -0.591839653253554587E+00   -0.384783097505569405E+01   -0.244536759257316572E+01    0.173670838251873502E+05   -0.478515351937698341E+01    1
    0.263797044754028320E+03    0.204778699467234211E-01    0.614067983627319336E+01   -0.468042111396789551E+01    0.214813689887523651E+01   -0.293824672698974609E+01    0.147143959999084473E+00   -0.655962350964546204E+01   -0.570302770137786830E+01   -0.577037389874458295E+01    0.178718704478605941E+05   -0.479515351937697876E+01    1
