Nested Sampling Global Log-Evidence           :    0.288192758446400039E+05  +/-    0.224216010620736900E+00
Nested Importance Sampling Global Log-Evidence:    0.288180088730405732E+05  +/-    0.155566106411668875E+00

Dim No.       Mean        Sigma
   1    0.527089094644754709E+03    0.238384541967867030E+02
   2   -0.541159151617302303E+01    0.435368826399727737E+00
   3    0.784851790807205796E+00    0.414598005855469354E-01
   4   -0.226712250530711756E+01    0.544250931880180255E+00
   5   -0.289959445549054173E+01    0.864132583445450519E+00
   6   -0.635290579432367419E+01    0.102579809548167700E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.497485555197790688E+03
   2   -0.594040553502188384E+01
   3    0.761218498611738070E+00
   4   -0.223552515041677946E+01
   5   -0.224702525514818507E+01
   6   -0.715843830935153402E+01

MAP Parameters
Dim No.        Parameter
   1    0.497485555197790688E+03
   2   -0.594040553502188384E+01
   3    0.761218498611738070E+00
   4   -0.223552515041677946E+01
   5   -0.224702525514818507E+01
   6   -0.715843830935153402E+01
