    0.341015810745677697E+03    0.317616042232975303E+03    0.581743850550466846E+00   -0.242797132119840597E+01   -0.852884198338997201E+00    0.157091267661751810E+01   -0.148183851181135573E+01   -0.169855014424624340E+01    0.245484528651289935E+01   -0.217765647670915907E+01   -0.575145884853922862E+01   -0.566665853675676967E+01   -0.642322138349246252E+01    0.288183240198153362E+05
    0.175261815917112074E+03    0.298734267286850013E+03    0.521179107189140378E+01   -0.163228730762980812E+01   -0.205348042212728288E+00    0.150427363223785604E+01   -0.220925561623491662E+01   -0.305529029204381430E+01    0.271367575642954417E+01   -0.133069571134600828E+01   -0.437370570845571471E+01   -0.288889633467378903E+01   -0.675218821439060601E+01    0.288204846553452044E+05
    0.418607654563042331E+03    0.129662289479582256E+03    0.388413541704615639E+01   -0.260291917924735472E+01   -0.284201412840373102E+01    0.128540937249766452E+01   -0.316103520597391263E+01    0.189897243910422731E+00    0.201881426689311860E+01   -0.252854764644078323E+01   -0.517576938304268719E+01   -0.610243084743676345E+01   -0.755402239838225054E+01    0.288212548402670145E+05
    0.289739778500768523E+03    0.161015692833907508E+03    0.292274311288946453E+01   -0.179000158667480025E+01   -0.408626217837319050E+01    0.588635884064488968E+00   -0.165912222025797895E+01   -0.122254482235164952E+01    0.163934309761194674E+01   -0.265150416187450144E+01   -0.497810753811049000E+01   -0.575858460397423588E+01   -0.411268776938343184E+01    0.288220636143918891E+05
    0.296075770129890145E+03    0.136501396523902173E+03    0.478601013227401406E+01   -0.172714518346707502E+01   -0.277000933688650353E+01    0.126993926153961345E+01   -0.161709476080574088E+01   -0.455206585196395785E+00    0.295330706616674821E+01   -0.351194894153702997E+01   -0.347272878865570700E+01   -0.434690927057952514E+01   -0.648890975273276371E+01    0.288221799976989932E+05
    0.321418757369957291E+03    0.239355970626534969E+03    0.418553078724453442E+01   -0.245935329603230324E+01   -0.193897040909431428E+01    0.159738476148825503E+01   -0.274119421010944109E+01   -0.239540051417175537E+01    0.191639326243938868E+01   -0.148960674905776891E+01   -0.651345132550610550E+01   -0.417786645296028425E+01   -0.623179875473636091E+01    0.288225875759472874E+05
    0.151095645431996076E+03    0.290110668467482299E+03    0.266218921206203341E+01   -0.845058260535970884E+00   -0.351349099111882168E+00    0.129907943979295903E+01   -0.286214647180739545E+01    0.395242935180836419E+00    0.233093736320742284E+01   -0.203881276680585355E+01   -0.473433372951405484E+01   -0.249250052330673455E+01   -0.440058441520513455E+01    0.288229440650276665E+05
    0.246207783066822230E+03    0.173021338361434232E+03    0.315239134905756835E+01   -0.136633165307148441E+01   -0.344995111964448586E+01    0.219195802890356850E+01   -0.356364922864497657E+01    0.916815090063313853E+00    0.193361959781869808E+01   -0.248090948920742171E+01   -0.313144848221289163E+01   -0.703864707678967427E+01   -0.734896354336476776E+01    0.288229891448366179E+05
    0.235621703331062150E+03    0.189973970366117122E+02    0.191457145401675577E+01   -0.137397915389563385E+01   -0.990558253060483729E+00    0.151742226844812977E+01   -0.338590991565485844E+01    0.208404158856049904E+00    0.220238981856664218E+01   -0.134629978351003654E+01   -0.183829172363235926E+01   -0.499585789232047883E+01   -0.650421920675727705E+01    0.288230344326680497E+05
    0.138579985296419125E+03    0.246482341948453040E+03    0.483135026522018585E+01   -0.388432838436036043E+00   -0.397628503599414085E+01    0.212332548046079905E+01   -0.367998736050037145E+01    0.336539445066108556E-02    0.187808811488585570E+01   -0.258892951947648431E+01   -0.470539794174569614E+01   -0.502669063235500957E+01   -0.414897912348695463E+01    0.288231066625023886E+05
    0.280726628686866206E+03    0.511554648119186339E+02    0.229220366540829623E+01   -0.178563288636762207E+01   -0.452097466247964874E-01    0.148726300838791747E+01   -0.168514227141586304E+01    0.310463397975944133E-01    0.201385099788379263E+01   -0.181059392851602574E+01   -0.490616208499687367E+01   -0.701260523884655829E+01   -0.564848695621765984E+01    0.288236206381742668E+05
    0.181627504754242466E+03    0.122140989712382876E+03    0.559416325104916012E+00   -0.759666896693515170E+00   -0.463429292922565672E+01    0.175411887122972954E+01   -0.357612087749856267E+01    0.211837299693208081E+00    0.225675904513242909E+01   -0.324986832451815744E+01   -0.630231071330099191E+01   -0.539689943377108960E+01   -0.563510955459998186E+01    0.288237740411223422E+05
    0.204225190494928768E+03    0.172073362520574307E+03    0.263833518123355759E+00   -0.116000564224894043E+01   -0.192251958814563562E+01    0.139126964629094307E+01   -0.263247311075514734E+01   -0.166263616674015680E+00    0.174634853385316235E+01   -0.135593942260937528E+01   -0.312524005249732806E+01   -0.340113944226864895E+01   -0.709782104639019362E+01    0.288238348215429578E+05
    0.247823341749318956E+03    0.154359046377707728E+03    0.321293684771390264E+01   -0.130925493927834391E+01   -0.324242104931443542E+01    0.215520790617861469E+01   -0.784763912914351991E+00   -0.111169787013367527E+01    0.195261497279872720E+01   -0.351282973366373152E+01   -0.549062344954927095E+01   -0.462129554877147264E+01   -0.632447432710539026E+01    0.288239744348948952E+05
